"","Location","TMAX","TMIN","TAVG","AWND","AWDR","PRCP","SNOW","Date"
"87","Yuma",244,100,"","28","","0","0","2018-01-01"
"88","Yuma",261,94,"","24","","0","0","2018-01-02"
"89","Yuma",217,117,"","26","","0","0","2018-01-03"
"90","Yuma",267,100,"","18","","0","0","2018-01-04"
"91","Yuma",272,111,"","22","","0","0","2018-01-05"
"92","Yuma",256,139,"","25","","0","0","2018-01-06"
"93","Yuma",261,122,"","25","","0","0","2018-01-07"
"94","Yuma",250,156,"","22","","0","0","2018-01-08"
"95","Yuma",244,128,"","50","","43","0","2018-01-09"
"96","Yuma",206,89,"","17","","0","0","2018-01-10"
"97","Tucson",228,133,"175","62","","0","0","2017-12-10"
"98","Tucson",228,139,"179","46","","0","0","2017-12-11"
"99","Tucson",222,72,"169","55","","0","0","2017-12-12"
"100","Tucson",250,78,"166","34","","0","0","2017-12-13"
"101","Tucson",211,67,"138","23","","0","0","2017-12-14"
"102","Tucson",211,33,"126","42","","0","0","2017-12-15"
"103","Tucson",200,56,"128","44","","0","0","2017-12-16"
"104","Tucson",150,78,"122","40","","122","0","2017-12-17"
"105","Tucson",156,67,"100","14","","0","0","2017-12-18"
"106","Tucson",183,44,"107","20","","0","0","2017-12-19"
"107","Tucson",206,44,"111","27","","0","0","2017-12-20"
"108","Tucson",150,17,"123","42","","0","0","2017-12-21"
"109","Tucson",128,-21,"46","17","","0","0","2017-12-22"
"110","Tucson",189,0,"71","15","","0","0","2017-12-23"
"111","Tucson",233,44,"112","22","","0","0","2017-12-24"
"112","Tucson",239,50,"128","30","","0","0","2017-12-25"
"113","Tucson",228,28,"119","24","","0","0","2017-12-26"
"114","Tucson",211,67,"133","20","","0","0","2017-12-27"
"115","Tucson",267,44,"126","30","","0","0","2017-12-28"
"116","Tucson",278,56,"146","26","","0","0","2017-12-29"
"117","Tucson",278,67,"154","32","","0","0","2017-12-30"
"118","Tucson",250,72,"148","25","","0","","2017-12-31"
"119","Tucson",261,83,"154","30","","0","0","2018-01-01"
"120","Tucson",250,83,"152","22","","0","0","2018-01-02"
"121","Tucson",239,78,"162","59","","0","0","2018-01-03"
"122","Tucson",239,106,"188","22","","0","0","2018-01-04"
"123","Tucson",256,72,"152","22","","0","0","2018-01-05"
"124","Tucson",250,83,"154","31","","0","0","2018-01-06"
"125","Tucson",233,111,"171","15","","0","0","2018-01-07"
"126","Tucson",261,100,"164","26","","0","0","2018-01-08"
"127","Tucson",244,144,"188","42","","0","0","2018-01-09"
"128","Tucson",172,94,"152","34","","0","0","2018-01-10"
"129","El Paso",150,-5,"57","20","","0","0","2017-12-10"
"130","El Paso",156,6,"73","22","","0","0","2017-12-11"
"131","El Paso",156,-5,"75","27","","0","0","2017-12-12"
"132","El Paso",172,0,"69","26","","0","0","2017-12-13"
"133","El Paso",183,22,"94","34","","0","0","2017-12-14"
"134","El Paso",117,0,"68","17","","0","0","2017-12-15"
"135","El Paso",133,-32,"48","29","","0","0","2017-12-16"
"136","El Paso",122,17,"82","26","","81","0","2017-12-17"
"137","El Paso",139,56,"89","24","","10","0","2017-12-18"
"138","El Paso",144,39,"88","38","","0","0","2017-12-19"
"139","El Paso",167,22,"105","38","","0","0","2017-12-20"
"140","El Paso",194,56,"114","47","","0","0","2017-12-21"
"141","El Paso",106,6,"94","44","","0","0","2017-12-22"
"142","El Paso",128,-27,"44","29","","0","0","2017-12-23"
"143","El Paso",183,17,"101","21","","0","0","2017-12-24"
"144","El Paso",217,17,"101","40","","0","0","2017-12-25"
"145","El Paso",222,22,"138","33","","0","0","2017-12-26"
"146","El Paso",156,61,"128","20","","0","0","2017-12-27"
"147","El Paso",194,17,"91","21","","0","0","2017-12-28"
"148","El Paso",211,-10,"86","22","","0","0","2017-12-29"
"149","El Paso",211,0,"100","29","","0","0","2017-12-30"
"150","El Paso",222,28,"139","39","","0","0","2017-12-31"
"151","El Paso",78,-27,"37","23","","0","0","2018-01-01"
"152","El Paso",139,-10,"43","23","","0","0","2018-01-02"
"153","El Paso",133,-43,"42","17","","0","0","2018-01-03"
"154","El Paso",117,28,"70","25","","0","0","2018-01-04"
"155","El Paso",178,0,"69","19","","0","0","2018-01-05"
"156","El Paso",189,17,"86","26","","0","0","2018-01-06"
"157","El Paso",206,83,"156","47","","0","0","2018-01-07"
"158","El Paso",189,0,"104","17","","0","0","2018-01-08"
"159","El Paso",206,39,"113","18","","0","0","2018-01-09"
"160","El Paso",156,83,"128","103","","25","0","2018-01-10"
"161","Sanderson",189,33,"","41","","0","","2017-12-10"
"162","Sanderson",183,22,"","45","","0","","2017-12-11"
"163","Sanderson",178,39,"","29","","0","","2017-12-12"
"164","Sanderson",178,28,"","26","","0","","2017-12-13"
"165","Sanderson",178,28,"","32","","0","","2017-12-14"
"166","Sanderson",133,33,"","26","","0","","2017-12-15"
"167","Sanderson",117,6,"","21","","8","","2017-12-16"
"168","Sanderson",144,39,"","17","","0","","2017-12-17"
"169","Sanderson",100,28,"","13","","28","","2017-12-18"
"170","Sanderson",228,78,"","31","","30","","2017-12-19"
"171","Sanderson",239,78,"","54","","0","","2017-12-20"
"172","Sanderson",256,56,"","21","","0","","2017-12-21"
"173","Sanderson",167,61,"","60","","0","","2017-12-22"
"174","Sanderson",189,28,"","41","","0","","2017-12-23"
"175","Sanderson",233,22,"","47","","0","","2017-12-24"
"176","Sanderson",133,-16,"","27","","0","","2017-12-25"
"177","Sanderson",156,22,"","18","","0","","2017-12-26"
"178","Sanderson",78,6,"","47","","0","","2017-12-27"
"179","Sanderson",100,6,"","18","","0","","2017-12-28"
"180","Sanderson",111,39,"","21","","0","","2017-12-29"
"181","Sanderson",200,33,"","26","","0","","2017-12-30"
"182","Sanderson",89,-38,"","50","","0","","2017-12-31"
"183","Sanderson",-5,-55,"","42","","0","","2018-01-01"
"184","Sanderson",-10,-71,"","34","","0","","2018-01-02"
"185","Sanderson",128,-66,"","32","","0","","2018-01-03"
"186","Sanderson",139,0,"","25","","0","","2018-01-04"
"187","Sanderson",228,28,"","24","","0","","2018-01-09"
"188","Sanderson",200,56,"","33","","0","","2018-01-10"
"189","San Antonio",211,17,"","12","","0","","2017-12-10"
"190","San Antonio",233,6,"","13","","0","","2017-12-11"
"191","San Antonio",200,39,"","26","","0","","2017-12-12"
"192","San Antonio",167,17,"","13","","0","","2017-12-13"
"193","San Antonio",189,50,"","19","","0","0","2017-12-14"
"194","San Antonio",167,67,"","26","","0","","2017-12-15"
"195","San Antonio",111,61,"","10","","279","","2017-12-16"
"196","San Antonio",122,83,"","9","","0","0","2017-12-17"
"197","San Antonio",156,106,"","15","","15","","2017-12-18"
"198","San Antonio",194,139,"","15","","104","","2017-12-19"
"199","San Antonio",239,89,"","22","","0","","2017-12-20"
"200","San Antonio",272,67,"","19","","0","","2017-12-21"
"201","San Antonio",267,89,"","37","","0","","2017-12-22"
"202","San Antonio",167,50,"","17","","0","","2017-12-23"
"203","San Antonio",233,28,"","36","","0","","2017-12-24"
"204","San Antonio",117,33,"","22","","0","","2017-12-25"
"205","San Antonio",122,83,"","38","","0","","2017-12-26"
"206","San Antonio",78,44,"","50","","3","","2017-12-27"
"207","San Antonio",111,39,"","22","","0","","2017-12-28"
"208","San Antonio",122,67,"","18","","0","","2017-12-29"
"209","San Antonio",183,106,"","19","","0","","2017-12-30"
"210","San Antonio",117,-5,"","53","","0","","2017-12-31"
"211","San Antonio",11,-21,"","48","","0","","2018-01-01"
"212","San Antonio",28,-5,"","37","","0","","2018-01-02"
"213","San Antonio",144,-49,"","15","","0","0","2018-01-03"
"214","San Antonio",156,-21,"","18","","0","","2018-01-04"
"215","San Antonio",172,61,"","14","","0","","2018-01-05"
"216","San Antonio",194,39,"","22","","0","0","2018-01-06"
"217","San Antonio",217,122,"","28","","0","","2018-01-07"
"218","San Antonio",233,89,"","34","","0","","2018-01-08"
"219","San Antonio",222,28,"","9","","0","","2018-01-09"
"220","San Antonio",244,56,"","32","","0","","2018-01-10"
"221","Beaumont",178,11,"81","17","","0","0","2017-12-10"
"222","Beaumont",233,22,"103","24","","0","0","2017-12-11"
"223","Beaumont",183,22,"120","42","","0","0","2017-12-12"
"224","Beaumont",156,-5,"69","22","","0","0","2017-12-13"
"225","Beaumont",189,50,"102","14","","0","0","2017-12-14"
"226","Beaumont",122,50,"104","34","","0","","2017-12-15"
"227","Beaumont",161,39,"96","46","","30","","2017-12-16"
"228","Beaumont",200,111,"147","19","","155","0","2017-12-17"
"229","Beaumont",217,156,"171","27","","5","0","2017-12-18"
"230","Beaumont",256,172,"201","41","","3","0","2017-12-19"
"231","Beaumont",256,128,"212","28","","81","0","2017-12-20"
"232","Beaumont",250,94,"165","38","","0","0","2017-12-21"
"233","Beaumont",261,106,"224","61","","0","0","2017-12-22"
"234","Beaumont",150,61,"128","43","","3","","2017-12-23"
"235","Beaumont",206,56,"108","39","","0","0","2017-12-24"
"236","Beaumont",122,33,"77","47","","0","0","2017-12-25"
"237","Beaumont",106,72,"93","53","","33","","2017-12-26"
"238","Beaumont",72,33,"64","56","","10","","2017-12-27"
"239","Beaumont",50,28,"39","41","","0","0","2017-12-28"
"240","Beaumont",122,50,"73","35","","0","0","2017-12-29"
"241","Beaumont",189,89,"128","40","","66","","2017-12-30"
"242","Beaumont",89,22,"84","63","","0","","2017-12-31"
"243","Beaumont",44,-27,"12","71","","0","0","2018-01-01"
"244","Beaumont",11,-32,"-16","45","","3","0","2018-01-02"
"245","Beaumont",72,-38,"8","34","","0","0","2018-01-03"
"246","Beaumont",111,-32,"19","22","","0","0","2018-01-04"
"247","Beaumont",117,11,"48","22","","0","0","2018-01-05"
"248","Beaumont",167,11,"68","29","","0","0","2018-01-06"
"249","Beaumont",194,56,"111","39","","137","","2018-01-07"
"250","Beaumont",167,106,"147","48","","302","0","2018-01-08"
"251","Beaumont",139,100,"117","31","","0","0","2018-01-09"
"252","Beaumont",189,111,"130","32","","0","0","2018-01-10"
"253","Houma",167,0,"72","11","","0","0","2017-12-10"
"254","Houma",211,22,"99","27","","0","0","2017-12-11"
"255","Houma",172,83,"132","43","","0","0","2017-12-12"
"256","Houma",167,11,"98","24","","0","0","2017-12-13"
"257","Houma",183,56,"116","9","","0","0","2017-12-14"
"258","Houma",128,83,"109","32","","0","","2017-12-15"
"259","Houma",156,72,"95","36","","0","0","2017-12-16"
"260","Houma",211,156,"180","34","","691","0","2017-12-17"
"261","Houma",217,172,"192","18","","53","0","2017-12-18"
"262","Houma",239,172,"189","20","","0","0","2017-12-19"
"263","Houma",261,156,"227","36","","23","0","2017-12-20"
"264","Houma",250,128,"178","22","","0","0","2017-12-21"
"265","Houma",278,194,"220","37","","0","0","2017-12-22"
"266","Houma",228,111,"206","43","","25","0","2017-12-23"
"267","Houma",183,94,"128","34","","0","0","2017-12-24"
"268","Houma",106,56,"96","38","","0","0","2017-12-25"
"269","Houma",139,72,"94","42","","30","0","2017-12-26"
"270","Houma",100,67,"93","51","","8","0","2017-12-27"
"271","Houma",89,50,"65","38","","18","0","2017-12-28"
"272","Houma",117,50,"78","26","","0","0","2017-12-29"
"273","Houma",183,72,"120","26","","0","","2017-12-30"
"274","Houma",122,6,"107","54","","10","0","2017-12-31"
"275","Houma",17,-27,"5","68","","0","0","2018-01-01"
"276","Houma",39,-38,"-10","38","","0","0","2018-01-02"
"277","Houma",67,-16,"34","41","","0","0","2018-01-03"
"278","Houma",89,-27,"29","26","","0","0","2018-01-04"
"279","Houma",83,0,"48","20","","0","0","2018-01-05"
"280","Houma",144,-16,"54","26","","0","0","2018-01-06"
"281","Houma",189,89,"124","67","","61","","2018-01-07"
"282","Houma",183,128,"165","39","","318","0","2018-01-08"
"283","Houma",144,111,"128","29","","3","0","2018-01-09"
"284","Houma",233,139,"167","44","","71","0","2018-01-10"
"285","Pensacola",133,0,"","23","","0","0","2017-12-10"
"286","Pensacola",183,28,"","30","","0","0","2017-12-11"
"287","Pensacola",172,67,"","55","","0","0","2017-12-12"
"288","Pensacola",139,28,"","31","","0","0","2017-12-13"
"289","Pensacola",183,67,"","22","","0","0","2017-12-14"
"290","Pensacola",111,61,"","42","","0","0","2017-12-15"
"291","Pensacola",156,50,"","23","","0","0","2017-12-16"
"292","Pensacola",228,106,"","34","","46","0","2017-12-17"
"293","Pensacola",267,189,"","21","","13","0","2017-12-18"
"294","Pensacola",244,178,"","15","","0","0","2017-12-19"
"295","Pensacola",256,161,"","56","","3","0","2017-12-20"
"296","Pensacola",217,111,"","18","","0","0","2017-12-21"
"297","Pensacola",256,183,"","39","","0","0","2017-12-22"
"298","Pensacola",250,139,"","55","","23","0","2017-12-23"
"299","Pensacola",200,94,"","40","","0","0","2017-12-24"
"300","Pensacola",122,39,"","51","","0","0","2017-12-25"
"301","Pensacola",161,33,"","22","","0","0","2017-12-26"
"302","Pensacola",117,78,"","43","","28","0","2017-12-27"
"303","Pensacola",89,56,"","34","","23","0","2017-12-28"
"304","Pensacola",150,33,"","27","","0","0","2017-12-29"
"305","Pensacola",161,28,"","26","","0","","2017-12-30"
"306","Pensacola",111,11,"","51","","28","","2017-12-31"
"307","Pensacola",39,-32,"","77","","0","0","2018-01-01"
"308","Pensacola",67,-49,"","45","","0","0","2018-01-02"
"309","Pensacola",78,0,"","42","","0","0","2018-01-03"
"310","Pensacola",83,-27,"","49","","0","0","2018-01-04"
"311","Pensacola",117,-16,"","20","","0","0","2018-01-05"
"312","Pensacola",144,-10,"","22","","0","0","2018-01-06"
"313","Pensacola",133,33,"","43","","0","0","2018-01-07"
"314","Pensacola",172,89,"","47","","152","0","2018-01-08"
"315","Pensacola",189,139,"","27","","15","","2018-01-09"
"316","Pensacola",183,144,"","28","","10","","2018-01-10"
"317","Valdosta",111,-32,"","7","","0","0","2017-12-10"
"318","Valdosta",172,-32,"","11","","0","0","2017-12-11"
"319","Valdosta",178,22,"","20","","0","0","2017-12-12"
"320","Valdosta",139,0,"","10","","0","0","2017-12-13"
"321","Valdosta",178,22,"","10","","0","0","2017-12-14"
"322","Valdosta",189,72,"","9","","0","0","2017-12-15"
"323","Valdosta",161,33,"","16","","0","0","2017-12-16"
"324","Valdosta",233,44,"","19","","0","0","2017-12-17"
"325","Valdosta",244,150,"","11","","25","0","2017-12-18"
"326","Valdosta",239,139,"","6","","0","0","2017-12-19"
"327","Valdosta",244,167,"","28","","0","0","2017-12-20"
"328","Valdosta",228,117,"","9","","0","0","2017-12-21"
"329","Valdosta",211,133,"","20","","0","0","2017-12-22"
"330","Valdosta",250,133,"","30","","0","0","2017-12-23"
"331","Valdosta",239,117,"","22","","0","0","2017-12-24"
"332","Valdosta",128,22,"","31","","0","0","2017-12-25"
"333","Valdosta",167,17,"","24","","0","0","2017-12-26"
"334","Valdosta",100,72,"","27","","0","","2017-12-27"
"335","Valdosta",83,39,"","36","","0","","2017-12-28"
"336","Valdosta",83,0,"","25","","0","0","2017-12-29"
"337","Valdosta",139,11,"","9","","0","0","2017-12-30"
"338","Valdosta",106,17,"","26","","0","","2017-12-31"
"339","Valdosta",56,-16,"","58","","3","0","2018-01-01"
"340","Valdosta",44,-43,"","46","","0","0","2018-01-02"
"341","Valdosta",44,-38,"","22","","229","15","2018-01-03"
"342","Valdosta",78,-55,"","17","","0","0","2018-01-04"
"343","Valdosta",83,-60,"","5","","0","0","2018-01-05"
"344","Valdosta",94,-49,"","18","","0","0","2018-01-06"
"345","Valdosta",117,-43,"","27","","0","0","2018-01-07"
"346","Valdosta",178,11,"","22","","0","0","2018-01-08"
"347","Valdosta",200,128,"","31","","0","0","2018-01-09"
"348","Valdosta",239,133,"","35","","0","0","2018-01-10"
"349","Miami",178,100,"145","47","","0","0","2017-12-10"
"350","Miami",206,111,"146","28","","0","0","2017-12-11"
"351","Miami",233,89,"158","26","","0","0","2017-12-12"
"352","Miami",194,111,"166","23","","0","0","2017-12-13"
"353","Miami",228,83,"154","10","","0","","2017-12-14"
"354","Miami",261,117,"187","11","","0","0","2017-12-15"
"355","Miami",272,161,"213","24","","0","0","2017-12-16"
"356","Miami",283,194,"236","33","","0","0","2017-12-17"
"357","Miami",289,206,"246","26","","0","0","2017-12-18"
"358","Miami",283,194,"243","20","","0","0","2017-12-19"
"359","Miami",283,189,"234","23","","","0","2017-12-20"
"360","Miami",294,200,"239","14","","0","0","2017-12-21"
"361","Miami",294,194,"242","21","","","0","2017-12-22"
"362","Miami",278,206,"242","25","","0","0","2017-12-23"
"363","Miami",283,178,"232","11","","0","0","2017-12-24"
"364","Miami",289,178,"230","18","","0","0","2017-12-25"
"365","Miami",283,211,"237","29","","0","0","2017-12-26"
"366","Miami",289,217,"244","22","","23","0","2017-12-27"
"367","Miami",272,206,"238","24","","3","0","2017-12-28"
"368","Miami",250,178,"221","27","","0","0","2017-12-29"
"369","Miami",189,156,"178","23","","0","0","2017-12-30"
"370","Miami",239,139,"178","17","","0","0","2017-12-31"
"371","Miami",267,156,"210","22","","0","0","2018-01-01"
"372","Miami",222,139,"177","45","","61","0","2018-01-02"
"373","Miami",206,117,"184","44","","127","0","2018-01-03"
"374","Miami",156,67,"116","40","","0","0","2018-01-04"
"375","Miami",178,78,"121","30","","0","0","2018-01-05"
"376","Miami",211,94,"144","37","","0","","2018-01-06"
"377","Miami",228,117,"162","47","","0","0","2018-01-07"
"378","Miami",261,167,"213","51","","3","0","2018-01-08"
"379","Miami",256,200,"226","21","","5","0","2018-01-09"
"380","Miami",261,194,"223","21","","10","0","2018-01-10"
"381","Columbia",94,-27,"","12","","0","","2017-12-10"
"382","Columbia",150,-16,"","7","","0","","2017-12-11"
"383","Columbia",150,33,"","39","","0","","2017-12-12"
"384","Columbia",100,-21,"","20","","0","","2017-12-13"
"385","Columbia",161,22,"","18","","0","","2017-12-14"
"386","Columbia",150,28,"","21","","0","","2017-12-15"
"387","Columbia",117,-16,"","5","","0","","2017-12-16"
"388","Columbia",144,-10,"","2","","0","","2017-12-17"
"389","Columbia",217,106,"","14","","0","","2017-12-18"
"390","Columbia",250,72,"","18","","0","","2017-12-19"
"391","Columbia",206,117,"","21","","236","","2017-12-20"
"392","Columbia",167,78,"","9","","3","","2017-12-21"
"393","Columbia",189,83,"","5","","0","","2017-12-22"
"394","Columbia",244,100,"","30","","25","","2017-12-23"
"395","Columbia",172,100,"","25","","10","","2017-12-24"
"396","Columbia",100,39,"","29","","0","","2017-12-25"
"397","Columbia",106,6,"","12","","0","","2017-12-26"
"398","Columbia",94,33,"","5","","10","","2017-12-27"
"399","Columbia",56,-5,"","26","","0","","2017-12-28"
"400","Columbia",100,-10,"","9","","0","","2017-12-29"
"401","Columbia",150,-21,"","15","","0","","2017-12-30"
"402","Columbia",50,-5,"","25","","0","","2017-12-31"
"403","Columbia",11,-55,"","20","","0","","2018-01-01"
"404","Columbia",28,-77,"","13","","0","","2018-01-02"
"405","Columbia",11,-49,"","16","","0","","2018-01-03"
"406","Columbia",56,-60,"","25","","0","","2018-01-04"
"407","Columbia",50,-88,"","9","","0","","2018-01-05"
"408","Columbia",28,-71,"","6","","0","","2018-01-06"
"409","Columbia",17,-82,"","9","","0","","2018-01-07"
"410","Columbia",117,-43,"","4","","0","","2018-01-08"
"411","Columbia",217,17,"","6","","0","","2018-01-09"
"412","Columbia",211,78,"","14","","0","","2018-01-10"
"413","Atlanta",61,-38,"","19","","0","","2017-12-10"
"414","Atlanta",139,-32,"","9","","0","","2017-12-11"
"415","Atlanta",94,0,"","41","","0","","2017-12-12"
"416","Atlanta",94,-21,"","28","","0","","2017-12-13"
"417","Atlanta",144,-10,"","16","","0","","2017-12-14"
"418","Atlanta",67,-5,"","26","","0","","2017-12-15"
"419","Atlanta",111,-27,"","9","","0","","2017-12-16"
"420","Atlanta",89,-16,"","7","","25","","2017-12-17"
"421","Atlanta",161,83,"","6","","0","","2017-12-18"
"422","Atlanta",172,56,"","9","","0","","2017-12-19"
"423","Atlanta",183,139,"","25","","300","","2017-12-20"
"424","Atlanta",144,117,"","26","","3","","2017-12-21"
"425","Atlanta",156,111,"","19","","46","","2017-12-22"
"426","Atlanta",206,94,"","45","","20","","2017-12-23"
"427","Atlanta",100,56,"","37","","0","","2017-12-24"
"428","Atlanta",56,-10,"","43","","0","","2017-12-25"
"429","Atlanta",106,-27,"","15","","0","","2017-12-26"
"430","Atlanta",67,6,"","20","","25","","2017-12-27"
"431","Atlanta",78,-16,"","26","","0","","2017-12-28"
"432","Atlanta",111,-5,"","10","","0","","2017-12-29"
"433","Atlanta",100,-16,"","23","","0","","2017-12-30"
"434","Atlanta",28,-32,"","35","","0","","2017-12-31"
"435","Atlanta",-16,-82,"","39","","0","","2018-01-01"
"436","Atlanta",22,-110,"","6","","0","","2018-01-02"
"437","Atlanta",39,-43,"","19","","0","","2018-01-03"
"438","Atlanta",17,-66,"","55","","0","","2018-01-04"
"439","Atlanta",33,-88,"","32","","0","","2018-01-05"
"440","Atlanta",39,-66,"","20","","0","","2018-01-06"
"441","Atlanta",44,-82,"","25","","0","","2018-01-07"
"442","Atlanta",50,0,"","23","","38","","2018-01-08"
"443","Atlanta",183,17,"","15","","0","","2018-01-09"
"444","Atlanta",189,83,"","30","","0","","2018-01-10"
"445","Tuscaloosa",117,-43,"","13","","0","","2017-12-10"
"446","Tuscaloosa",178,-16,"","10","","0","","2017-12-11"
"447","Tuscaloosa",133,11,"","33","","0","","2017-12-12"
"448","Tuscaloosa",128,-38,"","23","","0","","2017-12-13"
"449","Tuscaloosa",139,-10,"","10","","0","","2017-12-14"
"450","Tuscaloosa",72,-27,"","22","","0","","2017-12-15"
"451","Tuscaloosa",128,-49,"","8","","0","","2017-12-16"
"452","Tuscaloosa",100,28,"","17","","102","","2017-12-17"
"453","Tuscaloosa",167,94,"","8","","3","","2017-12-18"
"454","Tuscaloosa",189,128,"","13","","18","","2017-12-19"
"455","Tuscaloosa",244,128,"","47","","104","","2017-12-20"
"456","Tuscaloosa",161,100,"","19","","0","","2017-12-21"
"457","Tuscaloosa",206,122,"","26","","8","","2017-12-22"
"458","Tuscaloosa",217,83,"","47","","","","2017-12-23"
"459","Tuscaloosa",89,44,"","30","","0","","2017-12-24"
"460","Tuscaloosa",61,-5,"","36","","0","","2017-12-25"
"461","Tuscaloosa",106,-27,"","13","","5","","2017-12-26"
"462","Tuscaloosa",72,-5,"","49","","25","","2017-12-27"
"463","Tuscaloosa",94,-27,"","23","","0","","2017-12-28"
"464","Tuscaloosa",106,-38,"","12","","0","","2017-12-29"
"465","Tuscaloosa",106,-21,"","13","","0","","2017-12-30"
