"","Location","TMAX","TMIN","TAVG","AWND","AWDR","PRCP","SNOW","Date"
"101","Yuma",372,239,"","42","","0","0","2017-10-24"
"102","Yuma",367,211,"","23","","0","0","2017-10-25"
"103","Yuma",344,167,"","10","","0","0","2017-10-26"
"104","Yuma",350,172,"","25","","0","0","2017-10-27"
"105","Yuma",350,183,"","23","","0","0","2017-10-28"
"106","Yuma",339,178,"","22","","0","0","2017-10-29"
"107","Yuma",311,189,"","30","","0","0","2017-10-30"
"108","Yuma",272,183,"","28","","0","0","2017-10-31"
"109","Yuma",283,183,"","38","","0","0","2017-11-01"
"110","Yuma",272,172,"","26","","0","0","2017-11-02"
"111","Yuma",244,161,"","11","","0","0","2017-11-03"
"112","Yuma",272,161,"","15","","0","0","2017-11-04"
"113","Yuma",278,150,"","29","","0","0","2017-11-05"
"114","Yuma",278,161,"","12","","0","0","2017-11-06"
"115","Tucson",367,183,"274","36","","0","0","2017-09-30"
"116","Tucson",350,178,"264","34","","0","0","2017-10-01"
"117","Tucson",339,172,"266","36","","0","0","2017-10-02"
"118","Tucson",350,150,"257","30","","0","0","2017-10-03"
"119","Tucson",372,194,"275","23","","0","0","2017-10-04"
"120","Tucson",372,228,"298","23","","0","0","2017-10-05"
"121","Tucson",350,178,"282","32","","0","0","2017-10-06"
"122","Tucson",350,139,"236","28","","0","0","2017-10-07"
"123","Tucson",344,150,"239","39","","0","0","2017-10-08"
"124","Tucson",306,189,"253","31","","0","0","2017-10-09"
"125","Tucson",328,133,"253","40","","0","0","2017-10-10"
"126","Tucson",361,211,"274","48","","0","0","2017-10-11"
"127","Tucson",344,200,"272","34","","0","0","2017-10-12"
"128","Tucson",344,178,"258","26","","0","0","2017-10-13"
"129","Tucson",339,156,"251","29","","0","0","2017-10-14"
"130","Tucson",356,156,"242","26","","0","0","2017-10-15"
"131","Tucson",344,217,"274","54","","0","0","2017-10-16"
"132","Tucson",350,211,"283","34","","0","0","2017-10-17"
"133","Tucson",356,194,"272","25","","0","0","2017-10-18"
"134","Tucson",344,194,"261","33","","0","0","2017-10-19"
"135","Tucson",322,178,"257","36","","0","0","2017-10-20"
"136","Tucson",283,133,"221","18","","0","0","2017-10-21"
"137","Tucson",322,128,"212","24","","0","0","2017-10-22"
"138","Tucson",356,139,"231","30","","0","0","2017-10-23"
"139","Tucson",344,128,"243","54","","0","0","2017-10-24"
"140","Tucson",350,200,"266","55","","0","0","2017-10-25"
"141","Tucson",328,150,"239","34","","0","0","2017-10-26"
"142","Tucson",311,133,"222","26","","0","0","2017-10-27"
"143","Tucson",317,128,"219","28","","0","0","2017-10-28"
"144","Tucson",328,139,"222","26","","0","0","2017-10-29"
"145","Tucson",294,156,"","38","","0","0","2017-10-30"
"146","Tucson",261,139,"210","26","","0","0","2017-10-31"
"147","Tucson",283,144,"211","26","","0","0","2017-11-01"
"148","Tucson",283,128,"202","27","","0","0","2017-11-02"
"149","Tucson",294,133,"204","26","","0","0","2017-11-03"
"150","Tucson",278,189,"228","35","","0","0","2017-11-04"
"151","Tucson",272,144,"214","26","","0","0","2017-11-05"
"152","Tucson",278,122,"190","21","","0","0","2017-11-06"
"153","El Paso",267,183,"208","36","","0","0","2017-09-30"
"154","El Paso",317,183,"237","39","","0","0","2017-10-01"
"155","El Paso",317,189,"255","39","","0","0","2017-10-02"
"156","El Paso",317,167,"252","34","","0","0","2017-10-03"
"157","El Paso",306,206,"259","48","","0","0","2017-10-04"
"158","El Paso",328,239,"271","41","","0","0","2017-10-05"
"159","El Paso",333,200,"267","45","","0","0","2017-10-06"
"160","El Paso",294,150,"244","36","","0","0","2017-10-07"
"161","El Paso",317,111,"212","48","","0","0","2017-10-08"
"162","El Paso",294,133,"253","61","","0","0","2017-10-09"
"163","El Paso",211,100,"169","41","","0","0","2017-10-10"
"164","El Paso",278,94,"169","20","","0","0","2017-10-11"
"165","El Paso",317,167,"231","13","","0","0","2017-10-12"
"166","El Paso",328,189,"254","18","","0","0","2017-10-13"
"167","El Paso",322,228,"265","38","","0","0","2017-10-14"
"168","El Paso",267,144,"226","39","","0","0","2017-10-15"
"169","El Paso",267,133,"181","15","","0","0","2017-10-16"
"170","El Paso",294,117,"201","13","","0","0","2017-10-17"
"171","El Paso",306,156,"222","18","","0","0","2017-10-18"
"172","El Paso",294,150,"226","38","","8","0","2017-10-19"
"173","El Paso",300,139,"203","44","","0","0","2017-10-20"
"174","El Paso",267,167,"236","47","","0","0","2017-10-21"
"175","El Paso",267,117,"198","33","","0","0","2017-10-22"
"176","El Paso",294,89,"186","17","","0","0","2017-10-23"
"177","El Paso",222,117,"189","42","","0","0","2017-10-24"
"178","El Paso",239,78,"152","16","","0","0","2017-10-25"
"179","El Paso",300,89,"186","55","","0","0","2017-10-26"
"180","El Paso",194,83,"172","48","","0","0","2017-10-27"
"181","El Paso",200,61,"117","15","","0","0","2017-10-28"
"182","El Paso",244,33,"138","22","","0","0","2017-10-29"
"183","El Paso",272,106,"","41","","0","0","2017-10-30"
"184","El Paso",211,72,"136","30","","5","0","2017-10-31"
"185","El Paso",256,111,"184","55","","0","0","2017-11-01"
"186","El Paso",250,150,"214","46","","0","0","2017-11-02"
"187","El Paso",256,100,"184","39","","0","0","2017-11-03"
"188","El Paso",239,100,"177","33","","0","0","2017-11-04"
"189","El Paso",272,128,"189","40","","0","0","2017-11-05"
"190","El Paso",272,133,"207","33","","0","0","2017-11-06"
"191","Sanderson",211,189,"","33","","251","0","2017-09-30"
"192","Sanderson",289,189,"","26","","0","0","2017-10-01"
"193","Sanderson",244,189,"","25","","0","0","2017-10-02"
"194","Sanderson",294,228,"","53","","3","0","2017-10-04"
"195","Sanderson",294,217,"","45","","0","0","2017-10-05"
"196","Sanderson",317,206,"","31","","0","0","2017-10-06"
"197","Sanderson",306,200,"","42","","0","0","2017-10-07"
"198","Sanderson",339,161,"","38","","0","0","2017-10-08"
"199","Sanderson",344,183,"","29","","0","0","2017-10-09"
"200","Sanderson",217,133,"","60","","0","0","2017-10-10"
"201","Sanderson",250,144,"","31","","0","0","2017-10-11"
"202","Sanderson",294,144,"","30","","0","0","2017-10-12"
"203","Sanderson",311,178,"","39","","0","0","2017-10-13"
"204","Sanderson",322,183,"","24","","0","0","2017-10-14"
"205","Sanderson",222,117,"","59","","3","0","2017-10-15"
"206","Sanderson",239,106,"","28","","0","0","2017-10-16"
"207","Sanderson",261,78,"","26","","0","0","2017-10-17"
"208","Sanderson",267,106,"","33","","0","0","2017-10-18"
"209","Sanderson",267,128,"","43","","0","0","2017-10-19"
"210","Sanderson",272,161,"","37","","0","0","2017-10-20"
"211","Sanderson",311,167,"","26","","0","0","2017-10-21"
"212","Sanderson",261,122,"","36","","0","0","2017-10-22"
"213","Sanderson",328,89,"","35","","0","0","2017-10-23"
"214","Sanderson",233,117,"","38","","0","0","2017-10-24"
"215","Sanderson",250,67,"","24","","0","0","2017-10-25"
"216","Sanderson",344,78,"","40","","0","0","2017-10-26"
"217","Sanderson",183,94,"","66","","0","0","2017-10-27"
"218","Sanderson",178,17,"","19","","0","0","2017-10-28"
"219","Sanderson",250,39,"","26","","0","0","2017-10-29"
"220","Sanderson",294,50,"","41","","0","0","2017-10-30"
"221","Sanderson",178,72,"","35","","33","","2017-10-31"
"222","Sanderson",306,83,"","49","","0","0","2017-11-01"
"223","Sanderson",322,100,"","31","","0","0","2017-11-02"
"224","Sanderson",306,111,"","26","","0","0","2017-11-03"
"225","Sanderson",306,150,"","22","","0","0","2017-11-04"
"226","Sanderson",322,183,"","15","","0","0","2017-11-05"
"227","Sanderson",306,178,"","19","","0","0","2017-11-06"
"228","San Antonio",317,211,"","30","","0","0","2017-09-30"
"229","San Antonio",322,189,"","14","","0","","2017-10-01"
"230","San Antonio",328,211,"","25","","0","","2017-10-02"
"231","San Antonio",311,233,"","30","","53","","2017-10-03"
"232","San Antonio",317,250,"","36","","64","","2017-10-04"
"233","San Antonio",328,228,"","21","","0","","2017-10-05"
"234","San Antonio",317,206,"","15","","0","","2017-10-06"
"235","San Antonio",322,194,"","9","","0","","2017-10-07"
"236","San Antonio",333,217,"","18","","0","","2017-10-08"
"237","San Antonio",339,222,"","29","","0","","2017-10-09"
"238","San Antonio",272,189,"","50","","0","","2017-10-10"
"239","San Antonio",261,178,"","24","","0","","2017-10-11"
"240","San Antonio",311,156,"","9","","0","","2017-10-12"
"241","San Antonio",322,211,"","16","","0","","2017-10-13"
"242","San Antonio",333,228,"","22","","0","","2017-10-14"
"243","San Antonio",278,200,"","40","","0","","2017-10-15"
"244","San Antonio",267,117,"","38","","0","","2017-10-16"
"245","San Antonio",272,94,"","10","","0","","2017-10-17"
"246","San Antonio",294,89,"","10","","0","","2017-10-18"
"247","San Antonio",306,139,"","26","","0","","2017-10-19"
"248","San Antonio",278,206,"","17","","0","","2017-10-20"
"249","San Antonio",333,211,"","32","","0","","2017-10-21"
"250","San Antonio",294,133,"","30","","0","","2017-10-22"
"251","San Antonio",294,100,"","11","","0","","2017-10-23"
"252","San Antonio",278,128,"","34","","0","","2017-10-24"
"253","San Antonio",278,56,"","20","","0","","2017-10-25"
"254","San Antonio",306,78,"","25","","0","","2017-10-26"
"255","San Antonio",206,100,"","55","","0","","2017-10-27"
"256","San Antonio",200,50,"","29","","0","","2017-10-28"
"257","San Antonio",244,17,"","17","","0","","2017-10-29"
"258","San Antonio",283,50,"","18","","0","","2017-10-30"
"259","San Antonio",194,139,"","35","","53","0","2017-10-31"
"260","San Antonio",289,150,"","17","","0","0","2017-11-01"
"261","San Antonio",317,172,"","17","","0","0","2017-11-02"
"262","San Antonio",322,228,"","19","","0","0","2017-11-03"
"263","San Antonio",311,217,"","25","","0","0","2017-11-04"
"264","San Antonio",344,194,"","31","","0","","2017-11-05"
"265","San Antonio",333,211,"","29","","0","","2017-11-06"
"266","Beaumont",322,194,"256","34","","0","0","2017-09-30"
"267","Beaumont",328,189,"256","33","","0","0","2017-10-01"
"268","Beaumont",294,233,"257","51","","211","0","2017-10-02"
"269","Beaumont",283,250,"263","58","","152","0","2017-10-03"
"270","Beaumont",317,228,"266","41","","0","0","2017-10-04"
"271","Beaumont",306,206,"258","31","","0","0","2017-10-05"
"272","Beaumont",311,194,"248","30","","0","0","2017-10-06"
"273","Beaumont",328,244,"272","34","","224","0","2017-10-07"
"274","Beaumont",333,217,"267","19","","0","0","2017-10-08"
"275","Beaumont",333,222,"267","22","","0","0","2017-10-09"
"276","Beaumont",294,206,"258","34","","48","0","2017-10-10"
"277","Beaumont",294,172,"227","41","","0","0","2017-10-11"
"278","Beaumont",328,189,"247","21","","0","0","2017-10-12"
"279","Beaumont",328,217,"262","14","","0","0","2017-10-13"
"280","Beaumont",317,211,"258","25","","0","0","2017-10-14"
"281","Beaumont",328,217,"259","40","","0","0","2017-10-15"
"282","Beaumont",250,144,"218","65","","0","0","2017-10-16"
"283","Beaumont",256,94,"173","29","","0","","2017-10-17"
"284","Beaumont",278,117,"183","18","","0","0","2017-10-18"
"285","Beaumont",283,156,"208","31","","5","0","2017-10-19"
"286","Beaumont",233,217,"219","47","","64","0","2017-10-20"
"287","Beaumont",300,222,"247","40","","0","0","2017-10-21"
"288","Beaumont",244,133,"216","35","","99","0","2017-10-22"
"289","Beaumont",261,111,"177","26","","0","0","2017-10-23"
"290","Beaumont",244,122,"177","54","","0","0","2017-10-24"
"291","Beaumont",233,67,"153","32","","0","0","2017-10-25"
"292","Beaumont",272,83,"163","30","","0","0","2017-10-26"
"293","Beaumont",283,100,"189","41","","140","0","2017-10-27"
"294","Beaumont",167,56,"119","55","","0","0","2017-10-28"
"295","Beaumont",206,6,"96","20","","0","0","2017-10-29"
"296","Beaumont",250,72,"","25","","0","0","2017-10-30"
"297","Beaumont",239,161,"186","34","","3","0","2017-10-31"
"298","Beaumont",261,194,"218","38","","455","0","2017-11-01"
"299","Beaumont",283,206,"239","45","","0","0","2017-11-02"
"300","Beaumont",294,217,"244","33","","0","0","2017-11-03"
"301","Beaumont",289,189,"233","26","","0","0","2017-11-04"
"302","Beaumont",294,222,"244","45","","0","","2017-11-05"
"303","Beaumont",294,206,"245","33","","0","","2017-11-06"
"304","Houma",322,239,"279","27","","0","0","2017-09-30"
"305","Houma",289,228,"272","53","","48","0","2017-10-01"
"306","Houma",261,211,"240","51","","114","0","2017-10-02"
"307","Houma",294,244,"268","65","","0","0","2017-10-03"
"308","Houma",278,222,"252","44","","0","0","2017-10-04"
"309","Houma",294,222,"252","35","","0","0","2017-10-05"
"310","Houma",300,233,"255","55","","0","0","2017-10-06"
"311","Houma",294,233,"265","55","","183","0","2017-10-07"
"312","Houma",322,228,"259","30","","0","0","2017-10-08"
"313","Houma",306,244,"268","17","","0","0","2017-10-09"
"314","Houma",317,239,"272","18","","0","0","2017-10-10"
"315","Houma",322,228,"268","18","","0","0","2017-10-11"
"316","Houma",322,244,"279","26","","0","0","2017-10-12"
"317","Houma",317,239,"277","23","","0","0","2017-10-13"
"318","Houma",317,244,"279","41","","102","0","2017-10-14"
"319","Houma",294,233,"265","16","","15","0","2017-10-15"
"320","Houma",250,178,"226","57","","0","0","2017-10-16"
"321","Houma",239,156,"193","34","","0","0","2017-10-17"
"322","Houma",261,178,"216","34","","0","0","2017-10-18"
"323","Houma",283,156,"217","37","","0","0","2017-10-19"
"324","Houma",278,206,"232","46","","0","0","2017-10-20"
"325","Houma",306,233,"255","69","","28","0","2017-10-21"
"326","Houma",283,183,"245","48","","244","0","2017-10-22"
"327","Houma",239,122,"195","38","","0","0","2017-10-23"
"328","Houma",228,122,"178","49","","0","0","2017-10-24"
"329","Houma",200,83,"159","34","","0","0","2017-10-25"
"330","Houma",244,89,"156","23","","0","0","2017-10-26"
"331","Houma",267,139,"199","29","","23","0","2017-10-27"
"332","Houma",156,94,"147","60","","38","","2017-10-28"
"333","Houma",178,39,"112","24","","0","0","2017-10-29"
"334","Houma",233,78,"98","21","","0","0","2017-10-30"
"335","Houma",244,106,"172","24","","0","0","2017-10-31"
"336","Houma",261,183,"212","62","","0","0","2017-11-01"
"337","Houma",289,200,"239","38","","0","0","2017-11-02"
"338","Houma",289,189,"238","18","","0","0","2017-11-03"
"339","Houma",289,178,"229","19","","0","0","2017-11-04"
"340","Houma",283,183,"228","25","","0","0","2017-11-05"
"341","Houma",283,194,"236","22","","0","0","2017-11-06"
"342","Pensacola",350,233,"","26","","5","0","2017-09-30"
"343","Pensacola",294,200,"","43","","5","0","2017-10-01"
"344","Pensacola",283,211,"","45","","0","0","2017-10-02"
"345","Pensacola",311,233,"","36","","0","0","2017-10-03"
"346","Pensacola",311,211,"","30","","0","0","2017-10-04"
"347","Pensacola",317,200,"","32","","0","0","2017-10-05"
"348","Pensacola",311,217,"","34","","0","0","2017-10-06"
"349","Pensacola",311,250,"","75","","381","0","2017-10-07"
"350","Pensacola",294,250,"","68","","452","0","2017-10-08"
"351","Pensacola",317,239,"","42","","264","0","2017-10-09"
"352","Pensacola",306,250,"","19","","91","0","2017-10-10"
"353","Pensacola",328,250,"","22","","3","0","2017-10-11"
"354","Pensacola",333,244,"","29","","0","0","2017-10-12"
"355","Pensacola",322,233,"","21","","0","0","2017-10-13"
"356","Pensacola",311,228,"","34","","0","0","2017-10-14"
"357","Pensacola",306,239,"","33","","8","0","2017-10-15"
"358","Pensacola",250,167,"","50","","0","0","2017-10-16"
"359","Pensacola",261,144,"","38","","0","0","2017-10-17"
"360","Pensacola",267,139,"","25","","0","0","2017-10-18"
"361","Pensacola",289,172,"","25","","0","0","2017-10-19"
"362","Pensacola",294,189,"","24","","0","0","2017-10-20"
"363","Pensacola",283,217,"","41","","0","0","2017-10-21"
"364","Pensacola",289,217,"","49","","584","0","2017-10-22"
"365","Pensacola",256,144,"","50","","5","0","2017-10-23"
"366","Pensacola",244,128,"","35","","0","0","2017-10-24"
"367","Pensacola",211,100,"","36","","0","0","2017-10-25"
"368","Pensacola",228,89,"","13","","0","0","2017-10-26"
"369","Pensacola",256,156,"","43","","170","0","2017-10-27"
"370","Pensacola",222,83,"","44","","653","","2017-10-28"
"371","Pensacola",167,50,"","50","","0","0","2017-10-29"
"372","Pensacola",233,72,"","22","","0","0","2017-10-30"
"373","Pensacola",244,106,"","16","","0","","2017-10-31"
"374","Pensacola",261,144,"","38","","0","0","2017-11-01"
"375","Pensacola",283,194,"","29","","0","0","2017-11-02"
"376","Pensacola",272,178,"","15","","0","0","2017-11-03"
"377","Pensacola",283,183,"","22","","0","0","2017-11-04"
"378","Pensacola",283,172,"","14","","0","0","2017-11-05"
"379","Pensacola",283,183,"","19","","0","0","2017-11-06"
"380","Valdosta",311,211,"","33","","0","0","2017-09-30"
"381","Valdosta",233,189,"","57","","25","0","2017-10-01"
"382","Valdosta",300,183,"","41","","0","0","2017-10-02"
"383","Valdosta",289,189,"","46","","0","0","2017-10-03"
"384","Valdosta",300,194,"","45","","0","0","2017-10-04"
"385","Valdosta",300,189,"","45","","0","0","2017-10-05"
"386","Valdosta",311,206,"","29","","145","0","2017-10-06"
"387","Valdosta",328,228,"","29","","216","0","2017-10-07"
"388","Valdosta",283,228,"","47","","196","0","2017-10-08"
"389","Valdosta",306,239,"","26","","0","0","2017-10-09"
"390","Valdosta",322,222,"","9","","0","0","2017-10-10"
"391","Valdosta",294,222,"","7","","140","0","2017-10-11"
"392","Valdosta",311,206,"","11","","0","0","2017-10-12"
"393","Valdosta",311,183,"","24","","0","0","2017-10-13"
"394","Valdosta",300,217,"","34","","0","0","2017-10-14"
"395","Valdosta",306,200,"","14","","0","0","2017-10-15"
"396","Valdosta",311,200,"","15","","0","0","2017-10-16"
"397","Valdosta",228,128,"","43","","0","0","2017-10-17"
"398","Valdosta",261,117,"","31","","0","0","2017-10-18"
"399","Valdosta",278,144,"","32","","0","0","2017-10-19"
"400","Valdosta",283,128,"","22","","0","0","2017-10-20"
"401","Valdosta",289,178,"","30","","0","0","2017-10-21"
"402","Valdosta",306,194,"","28","","66","0","2017-10-22"
"403","Valdosta",267,150,"","27","","170","0","2017-10-23"
"404","Valdosta",250,106,"","8","","0","0","2017-10-24"
"405","Valdosta",189,50,"","10","","0","0","2017-10-25"
"406","Valdosta",217,33,"","5","","0","0","2017-10-26"
"407","Valdosta",239,56,"","18","","0","0","2017-10-27"
"408","Valdosta",272,94,"","18","","0","","2017-10-28"
"409","Valdosta",161,28,"","24","","5","","2017-10-29"
"410","Valdosta",200,17,"","7","","0","0","2017-10-30"
"411","Valdosta",239,39,"","6","","0","0","2017-10-31"
"412","Valdosta",244,56,"","9","","0","0","2017-11-01"
"413","Valdosta",261,100,"","6","","0","0","2017-11-02"
"414","Valdosta",278,106,"","8","","0","0","2017-11-03"
"415","Valdosta",283,117,"","9","","0","0","2017-11-04"
"416","Valdosta",283,117,"","12","","0","0","2017-11-05"
"417","Valdosta",278,144,"","3","","0","0","2017-11-06"
"419","Miami",322,250,"278","22","","0","0","2017-09-30"
"420","Miami",328,267,"295","49","","5","0","2017-10-01"
"421","Miami",317,261,"281","51","","234","0","2017-10-02"
"422","Miami",317,261,"284","69","","51","0","2017-10-03"
"423","Miami",306,233,"272","64","","475","0","2017-10-04"
"424","Miami",294,239,"264","50","","711","0","2017-10-05"
"425","Miami",311,272,"289","47","","0","0","2017-10-06"
"426","Miami",322,283,"294","51","","0","0","2017-10-07"
"427","Miami",328,272,"294","35","","0","0","2017-10-08"
"428","Miami",322,261,"291","41","","20","0","2017-10-09"
"429","Miami",322,261,"293","56","","3","0","2017-10-10"
"430","Miami",317,256,"286","47","","0","0","2017-10-11"
"431","Miami",311,250,"276","38","","91","0","2017-10-12"
"432","Miami",317,256,"279","37","","28","0","2017-10-13"
"433","Miami",317,256,"288","36","","20","0","2017-10-14"
"434","Miami",322,261,"285","26","","0","0","2017-10-15"
"435","Miami",317,256,"280","15","","201","0","2017-10-16"
"436","Miami",317,239,"279","25","","0","0","2017-10-17"
"437","Miami",311,250,"280","24","","5","0","2017-10-18"
"438","Miami",322,244,"277","30","","15","0","2017-10-19"
"439","Miami",317,244,"282","51","","23","0","2017-10-20"
"440","Miami",306,256,"279","63","","20","0","2017-10-21"
"441","Miami",311,267,"288","64","","0","0","2017-10-22"
"442","Miami",311,267,"286","51","","0","0","2017-10-23"
"443","Miami",311,244,"271","26","","597","0","2017-10-24"
"444","Miami",256,189,"237","38","","114","0","2017-10-25"
"445","Miami",256,161,"207","30","","0","0","2017-10-26"
"446","Miami",278,194,"234","43","","0","0","2017-10-27"
"447","Miami",278,239,"259","51","","554","0","2017-10-28"
"448","Miami",267,172,"241","51","","36","0","2017-10-29"
"449","Miami",217,150,"183","34","","0","0","2017-10-30"
"450","Miami",267,167,"204","31","","0","0","2017-10-31"
"451","Miami",278,194,"237","28","","0","0","2017-11-01"
"452","Miami",294,217,"249","30","","0","0","2017-11-02"
"453","Miami",300,217,"252","27","","13","0","2017-11-03"
"454","Miami",294,222,"252","29","","3","0","2017-11-04"
"455","Miami",300,217,"251","21","","0","0","2017-11-05"
"456","Miami",294,217,"259","19","","0","0","2017-11-06"
"458","Columbia",294,194,"","21","","0","","2017-09-30"
"459","Columbia",250,139,"","24","","0","","2017-10-01"
"460","Columbia",283,144,"","14","","0","","2017-10-02"
"461","Columbia",283,161,"","15","","0","","2017-10-03"
"462","Columbia",289,161,"","13","","0","","2017-10-04"
"463","Columbia",300,172,"","9","","0","","2017-10-05"
"464","Columbia",311,178,"","9","","0","","2017-10-06"
"465","Columbia",306,217,"","8","","56","","2017-10-07"
"466","Columbia",317,250,"","25","","23","","2017-10-08"
"467","Columbia",328,256,"","24","","0","","2017-10-09"
"468","Columbia",328,244,"","6","","64","","2017-10-10"
"469","Columbia",322,244,"","16","","0","","2017-10-11"
"470","Columbia",328,239,"","9","","0","","2017-10-12"
