website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,tucson international airport,light cloud,22,8,14.375,14,ESE,40.0,,,day,11-12-2017
bbc.com,los angeles,sunny,22,10,,5,SSE,36.0,,,week,17-12-2017
bbc.com,los angeles,sunny,26,9,16.625,6,NNW,28.375,,,day,11-12-2017
bbc.com,yuma,sunny,23,9,,11,NNE,15.0,,,week,17-12-2017
bbc.com,tucson international airport,sunny,23,6,,8,SE,22.0,,,week,17-12-2017
bbc.com,yuma,sunny intervals,25,9,17.0,18,N,15.625,,,day,11-12-2017
bbc.com,san antonio,sunny,21,7,12.375,11,WSW,61.125,,,day,11-12-2017
bbc.com,san antonio,sunny,23,10,,14,W,47.0,,,week,17-12-2017
bbc.com,houma,sunny,18,9,12.125,14,WSW,74.625,,,day,11-12-2017
bbc.com,houma,sunny intervals,22,15,,19,SW,76.0,,,week,17-12-2017
bbc.com,pensacola,sunny,16,8,10.5,13,WSW,73.75,,,day,11-12-2017
bbc.com,pensacola,light cloud,20,14,,18,SSW,77.0,,,week,17-12-2017
bbc.com,valdosta regional airport,sunny,13,7,8.0,8,WSW,76.0,,,day,11-12-2017
bbc.com,beaumont,sunny,18,8,11.375,11,WSW,75.25,,,day,11-12-2017
bbc.com,beaumont,sunny intervals,21,13,,16,SW,72.0,,,week,17-12-2017
bbc.com,valdosta regional airport,sunny intervals,20,12,,13,SSW,69.0,,,week,17-12-2017
bbc.com,miami,sunny intervals,24,19,,13,SE,67.0,,,week,17-12-2017
bbc.com,columbia metropolitan airport,sunny,11,5,6.625,8,WSW,76.625,,,day,11-12-2017
bbc.com,columbia metropolitan airport,light cloud,16,9,,16,SW,68.0,,,week,17-12-2017
bbc.com,atlanta,light cloud,16,9,,19,SW,81.0,,,week,17-12-2017
bbc.com,tuscaloosa municipal airport,sunny,13,5,7.75,8,SW,76.25,,,day,11-12-2017
bbc.com,miami,sunny,17,8,12.125,14,NNW,59.875,,,day,11-12-2017
bbc.com,atlanta,sunny,12,4,6.125,11,WSW,78.75,,,day,11-12-2017
bbc.com,tuscaloosa municipal airport,sunny intervals,17,10,,14,SSW,79.0,,,week,17-12-2017
bbc.com,amarillo,sunny,16,2,,26,WNW,28.0,,,week,17-12-2017
bbc.com,albuquerque,light cloud,11,-1,3.375,8,N,52.0,,,day,11-12-2017
bbc.com,albuquerque,sunny,13,0,,10,NNE,29.0,,,week,17-12-2017
bbc.com,little rock,sunny,17,7,,13,WNW,59.0,,,week,17-12-2017
bbc.com,oklahoma city,sunny,15,6,,18,W,41.0,,,week,17-12-2017
bbc.com,amarillo,sunny,16,-3,5.875,23,NNW,38.5,,,day,11-12-2017
bbc.com,oklahoma city,sunny,16,4,9.25,16,NW,44.0,,,day,11-12-2017
bbc.com,little rock,sunny,18,6,10.0,16,SW,57.0,,,day,11-12-2017
bbc.com,sacramento,sunny intervals,16,2,8.125,6,N,73.25,,,day,11-12-2017
bbc.com,sacramento,sunny,18,5,,5,N,64.0,,,week,17-12-2017
bbc.com,flagstaff,light cloud,10,-3,2.75,11,NE,35.875,,,day,11-12-2017
bbc.com,flagstaff,sunny,11,1,,11,N,22.0,,,week,17-12-2017
bbc.com,fresno,light cloud,16,3,8.375,3,W,76.625,,,day,11-12-2017
bbc.com,las vegas,sunny,17,7,,3,NNE,21.0,,,week,17-12-2017
bbc.com,fresno,sunny,18,4,,5,SE,55.0,,,week,17-12-2017
bbc.com,las vegas,sunny,14,-3,6.0,5,ENE,43.375,,,day,11-12-2017
bbc.com,kansas city,sunny,11,4,,16,WSW,54.0,,,week,17-12-2017
bbc.com,denver,sunny,14,-2,,21,SW,27.0,,,week,17-12-2017
bbc.com,denver,sunny,13,-3,3.625,14,WSW,42.875,,,day,11-12-2017
bbc.com,salt lake city,light cloud,10,-1,,18,S,64.0,,,week,17-12-2017
bbc.com,grand junction regional airport,sunny,8,-3,1.25,2,SW,50.75,,,day,11-12-2017
bbc.com,grand junction regional airport,sunny,8,-1,,6,NNW,30.0,,,week,17-12-2017
bbc.com,salt lake city,light cloud,2,-4,-2.375,8,NNW,95.25,,,day,11-12-2017
bbc.com,kansas city,light cloud,11,0,5.25,23,WNW,57.625,,,day,11-12-2017
bbc.com,nashville,sunny,13,6,,14,SW,72.0,,,week,17-12-2017
bbc.com,st louis,sunny,11,4,,16,W,59.0,,,week,17-12-2017
bbc.com,louisville,sunny,12,4,,18,SW,73.0,,,week,17-12-2017
bbc.com,knoxville,light rain,12,6,,13,WSW,80.0,,,week,17-12-2017
bbc.com,knoxville,sunny,9,3,5.0,10,SW,74.625,,,day,11-12-2017
bbc.com,st louis,light cloud,10,-1,4.25,18,SSW,68.75,,,day,11-12-2017
bbc.com,louisville,sunny intervals,9,1,4.375,14,SSW,74.125,,,day,11-12-2017
bbc.com,nashville,sunny,11,3,6.25,13,SW,68.5,,,day,11-12-2017
bbc.com,cleveland,light cloud,6,0,,21,SW,76.0,,,week,17-12-2017
bbc.com,raleigh east airport,sunny,8,3,4.0,8,W,78.0,,,day,11-12-2017
bbc.com,washington dulles international airport,light cloud,10,0,,14,SSW,64.0,,,week,17-12-2017
bbc.com,cleveland,light cloud,2,-3,-0.125,14,SW,76.0,,,day,11-12-2017
bbc.com,raleigh east airport,light cloud,13,7,,14,SW,67.0,,,week,17-12-2017
bbc.com,washington dulles international airport,light cloud,6,-1,1.375,11,W,75.75,,,day,11-12-2017
bbc.com,rochester,light cloud,4,-1,,19,WNW,72.0,,,week,17-12-2017
bbc.com,rochester,light cloud,-1,-3,-2.375,11,W,71.125,,,day,11-12-2017
bbc.com,sioux falls,thick cloud,5,-6,0.5,37,NNW,69.625,,,day,11-12-2017
bbc.com,chicago,light cloud,5,-1,,18,WSW,70.0,,,week,17-12-2017
bbc.com,bangor,light cloud,2,-6,-2.625,13,WNW,81.0,,,day,11-12-2017
bbc.com,bangor,light cloud,-1,-8,,10,SW,68.0,,,week,17-12-2017
bbc.com,chicago,light cloud,2,-7,-0.875,16,SSW,72.375,,,day,11-12-2017
bbc.com,minneapolis,light snow,1,-9,-2.875,21,NNW,75.375,,,day,11-12-2017
bbc.com,minneapolis,light cloud,1,-4,,11,SW,72.0,,,week,17-12-2017
bbc.com,sioux falls,light cloud,7,-2,,19,WSW,56.0,,,week,17-12-2017
