website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,sunny,18,10,,8,WSW,65.0,,,week,07-01-2018
bbc.com,tucson international airport,sunny,20,7,,11,SSW,40.0,,,week,07-01-2018
bbc.com,yuma,sunny,21,10,,11,NE,41.0,,,week,07-01-2018
bbc.com,los angeles,light cloud,21,10,14.125,5,WNW,71.875,,,day,01-01-2018
bbc.com,tucson international airport,sunny,25,9,15.625,6,ENE,42.125,,,day,01-01-2018
bbc.com,yuma,sunny,25,8,15.125,10,N,23.125,,,day,01-01-2018
bbc.com,san antonio,light cloud,19,9,,18,S,75.0,,,week,07-01-2018
bbc.com,san antonio,light cloud,3,-6,-1.375,18,NNE,47.75,,,day,01-01-2018
bbc.com,beaumont,light cloud,2,-4,-1.0,23,NNE,44.125,,,day,01-01-2018
bbc.com,beaumont,thick cloud,18,12,,19,SSE,75.0,,,week,07-01-2018
bbc.com,houma,light cloud,4,-3,0.0,27,NNE,46.5,,,day,01-01-2018
bbc.com,houma,light cloud,18,13,,19,SE,68.0,,,week,07-01-2018
bbc.com,pensacola,sunny intervals,4,-3,-0.125,29,N,43.75,,,day,01-01-2018
bbc.com,pensacola,light cloud,14,10,,18,ESE,63.0,,,week,07-01-2018
bbc.com,valdosta regional airport,light cloud,6,-4,1.875,18,NNE,62.25,,,day,01-01-2018
bbc.com,valdosta regional airport,light cloud,13,4,,8,ENE,52.0,,,week,07-01-2018
bbc.com,miami,light cloud,21,17,,21,ENE,58.0,,,week,07-01-2018
bbc.com,columbia metropolitan airport,light cloud,0,-6,-2.75,18,NNE,45.625,,,day,01-01-2018
bbc.com,miami,light cloud,24,18,20.625,8,SSW,79.25,,,day,01-01-2018
bbc.com,columbia metropolitan airport,light cloud,7,0,,10,E,37.0,,,week,07-01-2018
bbc.com,atlanta,light cloud,8,1,,14,SSE,48.0,,,week,07-01-2018
bbc.com,atlanta,light cloud,2,-6,-2.625,19,NNW,43.5,,,day,01-01-2018
bbc.com,tuscaloosa municipal airport,light cloud,0,-6,-4.0,19,N,37.75,,,day,01-01-2018
bbc.com,tuscaloosa municipal airport,light cloud,10,5,,11,SSE,55.0,,,week,07-01-2018
bbc.com,little rock,thick cloud,9,4,,14,SE,74.0,,,week,07-01-2018
bbc.com,little rock,sunny,-4,-8,-6.5,13,NNE,31.75,,,day,01-01-2018
bbc.com,amarillo,sunny,12,-3,,31,SSE,52.0,,,week,07-01-2018
bbc.com,amarillo,sunny,-5,-14,-11.25,16,SSE,47.75,,,day,01-01-2018
