website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,sunny,23,13,,6,W,50.0,,,week,20-11-2017
bbc.com,yuma,sunny intervals,31,14,21.875,6,NNW,30.75,,,day,14-11-2017
bbc.com,yuma,sunny,27,14,,11,NNW,16.0,,,week,20-11-2017
bbc.com,los angeles,sunny intervals,25,13,17.375,5,WSW,64.0,,,day,14-11-2017
bbc.com,tucson international airport,sunny,32,14,22.0,8,E,29.5,,,day,14-11-2017
bbc.com,tucson international airport,sunny,27,10,,10,S,17.0,,,week,20-11-2017
bbc.com,san antonio,sunny,24,14,,14,S,55.0,,,week,20-11-2017
bbc.com,san antonio,light cloud,24,17,20.375,14,SSE,80.625,,,day,14-11-2017
bbc.com,houma,sunny,22,12,16.5,11,NE,74.375,,,day,14-11-2017
bbc.com,houma,sunny,21,15,,16,ESE,54.0,,,week,20-11-2017
bbc.com,pensacola,sunny,20,11,15.125,10,NE,72.75,,,day,14-11-2017
bbc.com,pensacola,sunny,18,12,,11,E,47.0,,,week,20-11-2017
bbc.com,beaumont,sunny,21,15,,16,SE,61.0,,,week,20-11-2017
bbc.com,beaumont,sunny,22,15,17.75,8,ESE,82.125,,,day,14-11-2017
bbc.com,valdosta regional airport,sunny,19,7,13.125,14,NE,65.5,,,day,14-11-2017
bbc.com,valdosta regional airport,sunny,19,8,,8,NE,38.0,,,week,20-11-2017
bbc.com,miami,sunny,24,20,,21,NE,65.0,,,week,20-11-2017
bbc.com,miami,light rain shower,26,23,24.125,27,NE,81.875,,,day,14-11-2017
bbc.com,tuscaloosa municipal airport,sunny,17,8,11.25,3,ENE,78.5,,,day,14-11-2017
bbc.com,tuscaloosa municipal airport,sunny,16,8,,8,SSE,40.0,,,week,20-11-2017
bbc.com,columbia metropolitan airport,sunny,14,5,,10,SSW,39.0,,,week,20-11-2017
bbc.com,columbia metropolitan airport,light cloud,13,6,9.25,14,NE,74.875,,,day,14-11-2017
bbc.com,atlanta,sunny,14,5,,14,SSW,49.0,,,week,20-11-2017
bbc.com,atlanta,sunny,15,6,10.125,11,ENE,78.0,,,day,14-11-2017
bbc.com,little rock,sunny,16,9,,13,S,48.0,,,week,20-11-2017
bbc.com,albuquerque,sunny,18,3,,13,WNW,24.0,,,week,20-11-2017
bbc.com,oklahoma city,sunny,17,8,,26,E,47.0,,,week,20-11-2017
bbc.com,amarillo,sunny,20,4,,27,SSE,26.0,,,week,20-11-2017
bbc.com,albuquerque,sunny intervals,22,6,13.125,10,SSW,51.125,,,day,14-11-2017
bbc.com,amarillo,sunny intervals,25,7,15.25,23,SW,53.5,,,day,14-11-2017
bbc.com,oklahoma city,thick cloud,19,16,17.0,21,S,88.625,,,day,14-11-2017
bbc.com,little rock,light cloud,14,12,11.75,6,SE,77.5,,,day,14-11-2017
bbc.com,flagstaff,sunny,14,2,,19,SW,25.0,,,week,20-11-2017
bbc.com,las vegas,sunny,21,10,,6,ENE,21.0,,,week,20-11-2017
bbc.com,flagstaff,light cloud,17,3,9.875,19,WSW,39.25,,,day,14-11-2017
bbc.com,las vegas,light cloud,20,3,11.625,5,ENE,50.0,,,day,14-11-2017
bbc.com,sacramento,sunny,18,10,13.0,5,NW,75.625,,,day,14-11-2017
bbc.com,sacramento,light cloud,17,8,,10,NE,73.0,,,week,20-11-2017
bbc.com,fresno,sunny intervals,18,8,,6,NNE,66.0,,,week,20-11-2017
bbc.com,fresno,sunny intervals,20,9,14.125,6,WNW,75.125,,,day,14-11-2017
bbc.com,grand junction regional airport,sunny intervals,12,0,,8,N,29.0,,,week,20-11-2017
bbc.com,denver,sunny,19,-1,8.75,13,WNW,55.625,,,day,14-11-2017
bbc.com,denver,sunny intervals,14,-1,,18,NW,31.0,,,week,20-11-2017
bbc.com,kansas city,light cloud,13,3,,19,SW,51.0,,,week,20-11-2017
bbc.com,salt lake city,light cloud,13,2,,14,SSE,65.0,,,week,20-11-2017
bbc.com,grand junction regional airport,light cloud,15,0,7.25,3,NW,58.0,,,day,14-11-2017
bbc.com,salt lake city,sunny intervals,15,3,8.625,13,NNW,71.375,,,day,14-11-2017
bbc.com,kansas city,drizzle,13,10,12.375,16,S,93.25,,,day,14-11-2017
bbc.com,louisville,light cloud,11,4,,16,SSW,50.0,,,week,20-11-2017
bbc.com,louisville,light cloud,10,4,6.5,11,ESE,80.875,,,day,14-11-2017
bbc.com,nashville,light cloud,13,5,,11,SSW,42.0,,,week,20-11-2017
bbc.com,st louis,light cloud,12,4,,16,SSW,46.0,,,week,20-11-2017
bbc.com,nashville,sunny,11,6,7.625,6,E,78.75,,,day,14-11-2017
bbc.com,st louis,light cloud,10,8,7.75,14,SSE,77.25,,,day,14-11-2017
bbc.com,knoxville,sunny intervals,11,3,6.5,6,NE,80.75,,,day,14-11-2017
bbc.com,knoxville,sunny,11,3,,8,NW,51.0,,,week,20-11-2017
bbc.com,cleveland,light cloud,6,1,,21,WSW,54.0,,,week,20-11-2017
bbc.com,raleigh east airport,sunny,11,3,,10,WSW,43.0,,,week,20-11-2017
bbc.com,raleigh east airport,light cloud,11,4,7.625,14,NNE,76.5,,,day,14-11-2017
bbc.com,cleveland,light cloud,8,1,4.375,10,WSW,78.875,,,day,14-11-2017
bbc.com,rochester,light cloud,4,0,,23,WSW,55.0,,,week,20-11-2017
bbc.com,washington dulles international airport,sunny,9,-1,,16,W,43.0,,,week,20-11-2017
bbc.com,rochester,light cloud,6,1,3.375,6,WNW,89.625,,,day,14-11-2017
bbc.com,washington dulles international airport,light cloud,10,1,5.5,11,N,78.5,,,day,14-11-2017
bbc.com,bangor,sunny,3,-3,,18,W,50.0,,,week,20-11-2017
bbc.com,bangor,light cloud,5,1,2.125,18,NNE,77.875,,,day,14-11-2017
bbc.com,chicago,light cloud,7,0,,19,SW,49.0,,,week,20-11-2017
bbc.com,minneapolis,light cloud,4,-5,,14,SSW,49.0,,,week,20-11-2017
bbc.com,sioux falls,thick cloud,13,1,7.625,24,S,86.125,,,day,14-11-2017
bbc.com,sioux falls,light cloud,8,-4,,23,SSW,49.0,,,week,20-11-2017
bbc.com,minneapolis,thick cloud,9,2,7.25,14,S,92.625,,,day,14-11-2017
bbc.com,chicago,light cloud,8,6,5.75,19,S,74.625,,,day,14-11-2017
