website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,light cloud,22,11,,6,NE,37.0,,,week,30-11-2017
bbc.com,yuma,sunny,31,12,21.25,6,NE,44.375,,,day,24-11-2017
bbc.com,los angeles,sunny,27,13,19.625,5,S,63.25,,,day,24-11-2017
bbc.com,yuma,light cloud,23,11,,13,NNE,15.0,,,week,30-11-2017
bbc.com,tucson international airport,light cloud,25,10,,11,ENE,17.0,,,week,30-11-2017
bbc.com,tucson international airport,sunny,30,13,20.0,8,E,30.625,,,day,24-11-2017
bbc.com,san antonio,sunny,23,10,,13,NNE,36.0,,,week,30-11-2017
bbc.com,san antonio,sunny,23,8,15.375,14,SW,49.0,,,day,24-11-2017
bbc.com,beaumont,sunny,20,11,,11,E,56.0,,,week,30-11-2017
bbc.com,beaumont,sunny,19,10,12.875,6,SSE,71.0,,,day,24-11-2017
bbc.com,houma,sunny,17,8,11.125,3,NE,68.0,,,day,24-11-2017
bbc.com,houma,sunny,21,11,,11,SE,58.0,,,week,30-11-2017
bbc.com,pensacola,sunny,18,10,13.0,3,E,80.625,,,day,24-11-2017
bbc.com,pensacola,sunny,20,11,,11,ENE,58.0,,,week,30-11-2017
bbc.com,valdosta regional airport,sunny,19,10,13.75,11,NE,78.375,,,day,24-11-2017
bbc.com,valdosta regional airport,sunny,21,10,,8,NNE,58.0,,,week,30-11-2017
bbc.com,miami,sunny intervals,25,19,,16,NE,73.0,,,week,30-11-2017
bbc.com,miami,heavy rain shower,26,19,22.25,14,WSW,85.125,,,day,24-11-2017
bbc.com,columbia metropolitan airport,sunny,15,6,9.125,6,ENE,70.75,,,day,24-11-2017
bbc.com,columbia metropolitan airport,sunny,18,7,,11,ESE,55.0,,,week,30-11-2017
bbc.com,atlanta,sunny,16,7,10.25,8,SE,80.5,,,day,24-11-2017
bbc.com,atlanta,sunny,17,7,,14,S,69.0,,,week,30-11-2017
bbc.com,tuscaloosa municipal airport,sunny intervals,16,7,10.0,6,SSW,76.375,,,day,24-11-2017
bbc.com,tuscaloosa municipal airport,sunny,18,7,,10,SSE,57.0,,,week,30-11-2017
bbc.com,little rock,sunny,16,6,,11,SE,51.0,,,week,30-11-2017
bbc.com,oklahoma city,sunny,21,10,14.125,21,SSW,61.5,,,day,24-11-2017
