website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,sunny,21,10,,8,WNW,42.0,,,week,16-12-2017
bbc.com,los angeles,light cloud,25,11,17.25,8,NNE,28.5,,,day,10-12-2017
bbc.com,yuma,sunny,24,9,,11,NE,16.0,,,week,16-12-2017
bbc.com,yuma,light cloud,24,14,17.875,21,N,15.625,,,day,10-12-2017
bbc.com,tucson international airport,sunny,24,7,,10,NE,21.0,,,week,16-12-2017
bbc.com,tucson international airport,light cloud,22,10,15.125,18,ESE,33.75,,,day,10-12-2017
bbc.com,san antonio,sunny intervals,22,12,,18,SSW,55.0,,,week,16-12-2017
bbc.com,san antonio,sunny,18,4,10.375,10,SW,64.25,,,day,10-12-2017
bbc.com,beaumont,sunny,14,5,7.75,3,WNW,73.875,,,day,10-12-2017
bbc.com,beaumont,light cloud,20,15,,18,S,66.0,,,week,16-12-2017
bbc.com,houma,sunny,13,3,7.125,5,NNW,76.125,,,day,10-12-2017
bbc.com,houma,sunny intervals,20,15,,16,S,60.0,,,week,16-12-2017
bbc.com,pensacola,sunny,10,2,5.0,6,NNW,71.5,,,day,10-12-2017
bbc.com,pensacola,sunny,17,13,,11,S,62.0,,,week,16-12-2017
bbc.com,valdosta regional airport,sunny,8,1,3.75,11,NW,72.125,,,day,10-12-2017
bbc.com,valdosta regional airport,sunny,16,6,,6,N,56.0,,,week,16-12-2017
bbc.com,miami,sunny,16,7,11.25,23,NNW,59.0,,,day,10-12-2017
bbc.com,miami,sunny,22,17,,11,E,61.0,,,week,16-12-2017
bbc.com,columbia metropolitan airport,sunny,7,0,3.125,11,W,68.25,,,day,10-12-2017
bbc.com,columbia metropolitan airport,sunny,13,5,,11,SW,54.0,,,week,16-12-2017
bbc.com,tuscaloosa municipal airport,sunny,9,1,3.875,10,W,70.625,,,day,10-12-2017
bbc.com,tuscaloosa municipal airport,sunny,15,9,,13,SSW,50.0,,,week,16-12-2017
bbc.com,atlanta,sunny,14,6,,14,SW,59.0,,,week,16-12-2017
bbc.com,atlanta,sunny,5,-1,1.375,14,WNW,73.375,,,day,10-12-2017
bbc.com,oklahoma city,sunny,18,5,,26,SW,42.0,,,week,16-12-2017
bbc.com,little rock,sunny,18,10,,19,SSW,47.0,,,week,16-12-2017
bbc.com,little rock,sunny,13,3,6.5,18,SW,66.5,,,day,10-12-2017
bbc.com,oklahoma city,sunny,15,5,8.25,14,NW,47.125,,,day,10-12-2017
bbc.com,albuquerque,sunny,13,-1,,11,SW,29.0,,,week,16-12-2017
bbc.com,albuquerque,sunny,11,-1,3.625,8,NNW,55.5,,,day,10-12-2017
bbc.com,amarillo,sunny,17,0,,35,NW,24.0,,,week,16-12-2017
bbc.com,amarillo,sunny,17,0,6.125,14,NW,39.375,,,day,10-12-2017
bbc.com,las vegas,sunny,17,6,,8,NNW,19.0,,,week,16-12-2017
bbc.com,flagstaff,sunny,10,-3,2.5,13,ENE,36.0,,,day,10-12-2017
bbc.com,sacramento,sunny,18,4,,14,N,46.0,,,week,16-12-2017
bbc.com,las vegas,sunny,14,-2,6.625,5,N,43.75,,,day,10-12-2017
bbc.com,sacramento,sunny,16,4,8.125,6,N,74.0,,,day,10-12-2017
bbc.com,fresno,sunny,17,3,8.625,3,S,76.125,,,day,10-12-2017
bbc.com,flagstaff,sunny,10,-1,,16,WNW,19.0,,,week,16-12-2017
bbc.com,fresno,sunny,17,3,,5,E,59.0,,,week,16-12-2017
bbc.com,grand junction regional airport,sunny,7,-4,0.75,2,SSE,51.75,,,day,10-12-2017
bbc.com,salt lake city,sunny,7,-3,,13,W,69.0,,,week,16-12-2017
bbc.com,salt lake city,sunny,3,-4,-1.75,8,NW,92.875,,,day,10-12-2017
bbc.com,grand junction regional airport,sunny,8,-3,,8,NW,28.0,,,week,16-12-2017
bbc.com,kansas city,sunny,12,2,,18,W,50.0,,,week,16-12-2017
bbc.com,denver,sunny,11,-4,,23,NW,33.0,,,week,16-12-2017
bbc.com,denver,sunny,15,-3,4.125,16,SW,38.625,,,day,10-12-2017
bbc.com,kansas city,sunny,10,3,4.875,18,WNW,61.5,,,day,10-12-2017
bbc.com,nashville,sunny,13,7,,16,SSW,47.0,,,week,16-12-2017
bbc.com,knoxville,sunny,3,-1,0.375,13,SW,66.125,,,day,10-12-2017
bbc.com,knoxville,sunny,11,4,,13,SW,57.0,,,week,16-12-2017
bbc.com,st louis,sunny,13,3,,18,SSW,47.0,,,week,16-12-2017
bbc.com,louisville,sunny,11,4,,19,SSW,58.0,,,week,16-12-2017
bbc.com,nashville,sunny,7,0,2.25,16,SW,64.25,,,day,10-12-2017
bbc.com,st louis,sunny intervals,7,0,2.125,18,W,69.875,,,day,10-12-2017
bbc.com,louisville,sunny intervals,5,-1,1.25,19,SW,68.25,,,day,10-12-2017
bbc.com,raleigh east airport,sunny,4,-2,0.625,16,WNW,73.75,,,day,10-12-2017
bbc.com,washington dulles international airport,sunny,6,-4,,14,SW,54.0,,,week,16-12-2017
bbc.com,raleigh east airport,sunny,10,3,,11,WSW,55.0,,,week,16-12-2017
bbc.com,rochester,thick cloud,0,-4,-1.875,26,W,70.25,,,day,10-12-2017
bbc.com,rochester,light snow,1,-3,,18,WSW,67.0,,,week,16-12-2017
bbc.com,cleveland,light cloud,1,-3,-1.5,26,WSW,68.875,,,day,10-12-2017
bbc.com,cleveland,light cloud,4,-1,,19,SW,67.0,,,week,16-12-2017
bbc.com,washington dulles international airport,sunny intervals,4,-5,-1.5,18,W,76.25,,,day,10-12-2017
bbc.com,minneapolis,light cloud,1,-6,,11,NW,76.0,,,week,16-12-2017
bbc.com,bangor,light snow,3,-4,0.25,24,WNW,83.25,,,day,10-12-2017
bbc.com,sioux falls,sunny intervals,5,-3,1.5,23,NW,69.75,,,day,10-12-2017
bbc.com,chicago,light cloud,5,-2,,18,SW,61.0,,,week,16-12-2017
bbc.com,sioux falls,light cloud,7,-5,,23,W,60.0,,,week,16-12-2017
bbc.com,bangor,sunny,-4,-13,,11,W,60.0,,,week,16-12-2017
bbc.com,minneapolis,light cloud,0,-3,-2.375,11,NW,83.125,,,day,10-12-2017
bbc.com,chicago,thick cloud,1,-3,-2.25,16,WSW,68.75,,,day,10-12-2017
bbc.com,portland,light rain,8,4,,10,S,92.0,,,week,16-12-2017
bbc.com,rapid city,sunny,16,2,8.875,26,WNW,28.0,,,day,10-12-2017
bbc.com,rock springs,sunny intervals,2,-6,,23,WNW,50.0,,,week,16-12-2017
bbc.com,rapid city,sunny intervals,7,-4,,35,WNW,50.0,,,week,16-12-2017
bbc.com,boise,sunny intervals,5,-3,,6,NNE,65.0,,,week,16-12-2017
bbc.com,rock springs,sunny,5,-5,-1.75,6,SSW,61.375,,,day,10-12-2017
bbc.com,boise,sunny intervals,1,-4,-2.25,5,S,86.0,,,day,10-12-2017
bbc.com,portland,sunny,8,0,3.125,11,NE,61.5,,,day,10-12-2017
bbc.com,new york,sunny,2,-3,,16,WSW,60.0,,,week,16-12-2017
bbc.com,spokane international airport,light cloud,3,-2,,16,S,84.0,,,week,16-12-2017
bbc.com,leeuwarden,sunny intervals,6,1,,18,NW,81.0,,,week,16-12-2017
bbc.com,leeuwarden,heavy snow,2,-3,0.375,21,SSE,97.375,,,day,10-12-2017
bbc.com,bismarck,light cloud,5,-5,,23,WNW,63.0,,,week,16-12-2017
bbc.com,bismarck,light cloud,8,-1,3.5,18,WNW,58.875,,,day,10-12-2017
bbc.com,new york,sunny,2,-2,-0.25,16,W,75.5,,,day,10-12-2017
bbc.com,spokane international airport,light cloud,1,-3,-1.375,8,ENE,82.375,,,day,10-12-2017
bbc.com,maastricht aachen airport,sleet,5,3,3.375,26,S,87.0,,,day,10-12-2017
bbc.com,maastricht aachen airport,sunny intervals,4,0,,16,W,89.0,,,week,16-12-2017
bbc.com,amsterdam airport schiphol,sunny intervals,6,1,,19,WNW,83.0,,,week,16-12-2017
bbc.com,amsterdam airport schiphol,heavy snow,4,-1,1.875,27,SE,93.75,,,day,10-12-2017
bbc.com,de bilt,sunny intervals,6,0,,13,W,86.0,,,week,16-12-2017
bbc.com,vlissingen,sunny intervals,6,2,,23,WNW,81.0,,,week,16-12-2017
bbc.com,de bilt,heavy snow,3,-1,2.125,19,SE,93.125,,,day,10-12-2017
bbc.com,vlissingen,sleet,8,3,4.375,37,S,90.625,,,day,10-12-2017
bbc.com,eindhoven,heavy snow,5,1,2.625,24,SE,90.875,,,day,10-12-2017
bbc.com,eindhoven,sunny intervals,5,-1,,16,W,88.0,,,week,16-12-2017
bbc.com,rotterdam,heavy snow,5,2,3.125,24,SE,90.0,,,day,10-12-2017
bbc.com,rotterdam,sunny intervals,6,1,,18,WNW,84.0,,,week,16-12-2017
timeanddate.com,los angeles,Mostly sunny.,28,13,,10,NNE,12,6,,day,10-12-2017
timeanddate.com,yuma marine corps air station,Mostly sunny.,24,12,,17,NNE,10,1,,day,10-12-2017
timeanddate.com,los angeles,Mostly sunny.,23,13,,8,SSE,36,2,,week,16-12-2017
timeanddate.com,yuma marine corps air station,Sunny.,24,10,,7,S,10,1,,week,16-12-2017
timeanddate.com,davis-monthan air force base,Mostly sunny.,22,9,,16,E,12,0,,day,10-12-2017
timeanddate.com,el paso international airport,Sunny.,14,-1,,8,ESE,26,0,,day,10-12-2017
timeanddate.com,el paso international airport,Cloudy.,19,7,,16,W,21,2,,week,16-12-2017
timeanddate.com,pensacola regional airport,Sunny.,11,-1,,10,NW,47,2,,day,10-12-2017
timeanddate.com,davis-monthan air force base,Afternoon clouds.,23,10,,12,WSW,14,2,,week,16-12-2017
timeanddate.com,valdosta regional,Sunny.,10,-2,,9,WNW,44,3,,day,10-12-2017
timeanddate.com,valdosta regional,Sunny.,18,2,,6,WSW,40,3,,week,16-12-2017
timeanddate.com,pensacola regional airport,Sunny.,20,7,,9,S,49,3,,week,16-12-2017
timeanddate.com,midland - midland airpark,Sunny.,19,0,,11,W,19,1,,day,10-12-2017
timeanddate.com,midland - midland airpark,Scattered clouds.,22,8,,30,SW,24,2,,week,16-12-2017
timeanddate.com,miami international airport,Sunny.,17,9,,19,NNW,48,6,,day,10-12-2017
timeanddate.com,san antonio international airport,Mostly sunny.,19,3,,10,WSW,34,1,,day,10-12-2017
timeanddate.com,columbia owens downtown airport,Sunny.,8,-3,,10,W,42,2,,day,10-12-2017
timeanddate.com,miami international airport,Decreasing cloudiness.,24,18,,20,NE,51,5,,week,16-12-2017
timeanddate.com,san antonio international airport,Scattered clouds.,23,9,,17,S,50,6,,week,16-12-2017
timeanddate.com,columbia owens downtown airport,Sunny.,14,0,,14,SW,35,3,,week,16-12-2017
timeanddate.com,jefferson county airport,Sunny.,14,-1,,10,WNW,49,1,,day,10-12-2017
timeanddate.com,jefferson county airport,Afternoon clouds.,23,8,,15,S,57,6,,week,16-12-2017
timeanddate.com,fulton county airport-brown field,Sunny.,6,-3,,13,WNW,53,7,,day,10-12-2017
timeanddate.com,lakefront airport,Sunny.,12,3,,9,WNW,59,2,,day,10-12-2017
timeanddate.com,tuscaloosa municipal airport,Sunny.,8,-6,,11,WSW,56,2,,day,10-12-2017
timeanddate.com,fulton county airport-brown field,Sunny.,14,0,,12,SW,36,4,,week,16-12-2017
timeanddate.com,lakefront airport,Sunny.,21,7,,12,S,43,3,,week,16-12-2017
timeanddate.com,tuscaloosa municipal airport,Sunny.,17,1,,11,SSW,47,3,,week,16-12-2017
timeanddate.com,vicksburg municipal,Sunny.,12,-5,,9,SW,43,3,,day,10-12-2017
timeanddate.com,vicksburg municipal,Sunny.,20,5,,15,SSW,40,2,,week,16-12-2017
timeanddate.com,adams field,Mostly sunny.,14,-3,,17,WSW,37,2,,day,10-12-2017
timeanddate.com,adams field,Mostly sunny.,19,7,,18,SSW,38,4,,week,16-12-2017
timeanddate.com,amarillo international airport,Sunny.,17,-2,,10,WSW,16,1,,day,10-12-2017
timeanddate.com,albuquerque international airport,Mostly sunny.,11,-2,,9,SSW,19,0,,day,10-12-2017
timeanddate.com,amarillo international airport,Afternoon clouds.,20,4,,29,SW,14,2,,week,16-12-2017
timeanddate.com,albuquerque international airport,Showers late. Sunny.,13,2,,13,WSW,17,31,0.1,week,16-12-2017
timeanddate.com,flagstaff pulliam airport,Mostly sunny.,11,-7,,18,NE,15,0,,day,10-12-2017
timeanddate.com,las vegas  mccarran international airport,Sunny.,17,6,,12,NNW,13,1,,day,10-12-2017
timeanddate.com,las vegas  mccarran international airport,Mostly sunny.,18,7,,10,E,12,2,,week,16-12-2017
timeanddate.com,flagstaff pulliam airport,Sunny.,10,-5,,20,WSW,22,2,,week,16-12-2017
timeanddate.com,fresno air terminal,Early fog followed by sunny skies.,17,3,,7,ENE,42,1,,day,10-12-2017
timeanddate.com,fresno air terminal,Sunny.,15,5,,5,S,40,2,,week,16-12-2017
timeanddate.com,sacramento executive airport,Haze.,17,2,,11,NNW,43,1,,day,10-12-2017
timeanddate.com,sacramento executive airport,Partly cloudy.,18,8,,26,NNW,20,2,,week,16-12-2017
timeanddate.com,elko municipal-harris field,Sunny.,4,-12,,8,NE,62,1,,day,10-12-2017
timeanddate.com,elko municipal-harris field,Clearing skies.,7,-7,,12,WNW,62,4,,week,16-12-2017
timeanddate.com,salt lake city international airport,Mostly sunny.,4,-6,,8,ESE,59,1,,day,10-12-2017
timeanddate.com,walker field,Sunny.,8,-8,,7,ESE,20,0,,day,10-12-2017
timeanddate.com,salt lake city international airport,Light snow. Decreasing cloudiness.,4,-1,,15,NW,74,47,17.5,week,16-12-2017
timeanddate.com,walker field,Broken clouds.,7,-1,,17,W,22,3,,week,16-12-2017
timeanddate.com,buckley air force base,Sunny.,16,0,,13,SW,10,0,,day,10-12-2017
timeanddate.com,buckley air force base,Light snow late. Overcast.,9,-1,,16,NNE,48,45,20.4,week,16-12-2017
timeanddate.com,hays municipal,Sunny.,17,0,,21,WNW,20,2,,day,10-12-2017
timeanddate.com,hays municipal,Cloudy.,17,2,,20,S,18,2,,week,16-12-2017
timeanddate.com,kansas city downtown airport,Sunny.,12,-2,,17,W,36,4,,day,10-12-2017
timeanddate.com,kansas city downtown airport,Breaks of sun late.,16,7,,17,SSW,34,4,,week,16-12-2017
timeanddate.com,lambert-st louis international airport,Mostly sunny.,9,-5,,20,W,43,4,,day,10-12-2017
timeanddate.com,lambert-st louis international airport,Morning clouds.,15,6,,13,SW,37,5,,week,16-12-2017
timeanddate.com,standiford field,Mostly sunny.,5,-5,,20,SW,41,10,,day,10-12-2017
timeanddate.com,nashville international airport,Mostly sunny.,8,-5,,18,SW,38,1,,day,10-12-2017
timeanddate.com,standiford field,Broken clouds.,11,2,,18,SSW,53,6,,week,16-12-2017
timeanddate.com,nashville international airport,Increasing cloudiness.,14,3,,14,SSW,43,4,,week,16-12-2017
timeanddate.com,mcghee tyson airport,Morning clouds.,4,-5,,15,SW,46,2,,day,10-12-2017
timeanddate.com,raleigh-durham international airport,Mostly sunny.,5,-3,,14,W,50,2,,day,10-12-2017
timeanddate.com,mcghee tyson airport,Mostly sunny.,12,-1,,14,SW,47,5,,week,16-12-2017
timeanddate.com,raleigh-durham international airport,Decreasing cloudiness.,10,-4,,15,SSW,43,4,,week,16-12-2017
timeanddate.com,reagan national airport,Partly sunny.,5,-1,,15,W,50,26,0.2,day,10-12-2017
timeanddate.com,cleveland-hopkins international airport,Flurries late. Cloudy.,0,-1,,24,WSW,55,36,6.7,day,10-12-2017
timeanddate.com,cleveland-hopkins international airport,Snow changing to rain. Cloudy.,4,-3,,24,SW,83,44,9.6,week,16-12-2017
timeanddate.com,reagan national airport,Scattered clouds.,8,1,,12,SSW,47,6,,week,16-12-2017
timeanddate.com,greater rochester international airport,Snow showers. Cloudy.,0,-2,,25,WSW,64,44,9.5,day,10-12-2017
timeanddate.com,greater rochester international airport,Light snow. Overcast.,2,-4,,21,SSW,81,44,18.9,week,16-12-2017
timeanddate.com,bangor international airport,Flurries early. Clearing skies.,2,-5,,17,W,62,37,34.1,day,10-12-2017
timeanddate.com,bangor international airport,Increasing cloudiness.,-4,-17,,6,WSW,74,6,,week,16-12-2017
timeanddate.com,chicago midway airport,More clouds than sun.,1,-3,,22,W,58,36,0.4,day,10-12-2017
timeanddate.com,chicago midway airport,Breaks of sun late.,6,2,,14,SW,71,6,,week,16-12-2017
timeanddate.com,st paul international airport,Cloudy.,-2,-6,,13,WNW,78,65,4.7,day,10-12-2017
timeanddate.com,st paul international airport,Light snow late. Cloudy.,2,-4,,4,WSW,92,45,28.3,week,16-12-2017
timeanddate.com,foss field,Mostly sunny.,4,-3,,15,WNW,69,5,,day,10-12-2017
timeanddate.com,foss field,Snow showers late. Cloudy.,5,-3,,9,SSE,50,46,2.2,week,16-12-2017
timeanddate.com,ellsworth air force base,Afternoon clouds.,15,5,,27,WNW,18,2,,day,10-12-2017
timeanddate.com,ellsworth air force base,Rain changing to snow. Overcast.,6,-3,,26,NNW,68,52,7.0,week,16-12-2017
timeanddate.com,rock springs weather reporting station,Sunny.,4,-10,,15,WSW,40,0,,day,10-12-2017
timeanddate.com,boise air terminal,Sunny.,1,-6,,8,E,62,0,,day,10-12-2017
timeanddate.com,rock springs weather reporting station,Snow showers late. Cloudy.,0,-7,,40,W,58,32,1.3,week,16-12-2017
timeanddate.com,boise air terminal,Light snow early. Morning clouds.,6,-1,,14,WNW,56,49,7.8,week,16-12-2017
timeanddate.com,boise air terminal,Mostly sunny.,2,-6,,8,ESE,57,0,,day,10-12-2017
timeanddate.com,portland international airport,Sunny.,9,-1,,13,ENE,55,4,,day,10-12-2017
timeanddate.com,boise air terminal,Sprinkles late. Cloudy.,6,-3,,10,E,45,38,0.2,week,16-12-2017
timeanddate.com,portland international airport,Drizzle. Overcast.,10,5,,5,SSE,75,48,2.1,week,16-12-2017
timeanddate.com,felts field,Afternoon clouds.,1,-4,,9,NE,76,1,,day,10-12-2017
timeanddate.com,felts field,Light snow early. Broken clouds.,5,0,,13,WSW,67,50,10.3,week,16-12-2017
timeanddate.com,great falls international airport,Morning clouds.,10,1,,29,SW,29,0,,day,10-12-2017
timeanddate.com,great falls international airport,Light snow. Overcast.,2,-1,,15,NW,84,47,64.8,week,16-12-2017
timeanddate.com,sidney-richland,Partly sunny.,6,-3,,20,W,53,2,,day,10-12-2017
timeanddate.com,bismarck municipal airport,Mostly sunny.,7,-2,,16,WNW,55,7,,day,10-12-2017
timeanddate.com,sidney-richland,Light snow. Overcast.,2,-6,,17,N,85,46,8.4,week,16-12-2017
timeanddate.com,bismarck municipal airport,Clearing skies.,4,-2,,13,W,58,6,,week,16-12-2017
timeanddate.com,bemidji-beltrami county airport,Snow showers late. Cloudy.,-5,-8,,11,NW,87,86,25.9,day,10-12-2017
timeanddate.com,new york city - central park,More clouds than sun.,4,1,,17,W,56,19,,day,10-12-2017
timeanddate.com,new york city - central park,Sprinkles late. Afternoon clouds.,3,-2,,13,SW,57,37,0.1,week,16-12-2017
timeanddate.com,bemidji-beltrami county airport,Light snow. Cloudy.,-3,-11,,11,WNW,94,36,2.5,week,16-12-2017
timeanddate.com,leeuwarden airport,Drizzle. Mostly cloudy.,3,0,,17,NE,89,70,5.2,day,10-12-2017
timeanddate.com,amsterdam schiphol airport,Sprinkles. Afternoon clouds.,4,0,,20,ENE,91,78,16.7,day,10-12-2017
timeanddate.com,leeuwarden airport,Drizzle. Broken clouds.,5,1,,5,WNW,75,45,1.0,week,16-12-2017
timeanddate.com,amsterdam schiphol airport,Snow changing to rain. Overcast.,3,1,,7,W,82,57,43.5,week,16-12-2017
timeanddate.com,maastricht airport zuid limburg,Rain changing to snow. Mostly cloudy.,6,3,,18,SSW,94,84,20.5,day,10-12-2017
timeanddate.com,amsterdam schiphol airport,Light freezing rain. Mostly cloudy.,2,-1,,22,NE,88,78,12.0,day,10-12-2017
timeanddate.com,amsterdam schiphol airport,Light rain. Decreasing cloudiness.,4,2,,11,NW,73,54,8.9,week,16-12-2017
timeanddate.com,maastricht airport zuid limburg,Light snow. Clearing skies.,3,-1,,13,WSW,84,36,1.3,week,16-12-2017
timeanddate.com,cadzand wp,Sprinkles. Mostly cloudy.,6,2,,25,ENE,93,77,17.1,day,10-12-2017
timeanddate.com,cadzand wp,Sprinkles. Overcast.,6,4,,21,WNW,69,54,4.4,week,16-12-2017
timeanddate.com,eindhoven airport,Light rain late. Mostly cloudy.,5,1,,28,SW,94,77,21.5,day,10-12-2017
timeanddate.com,eindhoven airport,Snow changing to rain. Cloudy.,4,0,,13,WSW,75,35,3.1,week,16-12-2017
timeanddate.com,rotterdam zestienhoven airport,Sprinkles. Mostly cloudy.,5,1,,13,ENE,94,77,13.9,day,10-12-2017
timeanddate.com,rotterdam zestienhoven airport,Snow changing to rain. Overcast.,4,1,,9,WNW,72,51,11.8,week,16-12-2017
weatheronline.co.uk,Los Angeles,mostly sunny ,27,12,19.5,15.5,W,,5,,day,10-12-2017
weatheronline.co.uk,Yuma,mostly sunny ,28,13,20.5,19.75,NE,,5,,day,10-12-2017
weatheronline.co.uk,New York,mostly sunny ,4,-2,1.0,12.0,W,,15,,day,10-12-2017
weatheronline.co.uk,Los Angeles,sunny ,22,11,16.5,15.5,W,,5,,week,16-12-2017
weatheronline.co.uk,Yuma,sunny ,26,11,18.5,15.5,S,,5,,week,16-12-2017
weatheronline.co.uk,New York,various clouds ,2,-3,-0.5,12.0,W,,20,,week,16-12-2017
weatheronline.co.uk,Tucson,various clouds ,23,10,16.5,24.0,E,,5,,day,10-12-2017
weatheronline.co.uk,Tucson,mostly sunny ,25,8,16.5,15.5,W,,5,,week,16-12-2017
weatheronline.co.uk,San Antonio,mostly sunny ,23,5,14.0,8.5,SW,,5,,day,10-12-2017
weatheronline.co.uk,San Antonio,various clouds ,23,8,15.5,15.5,S,,30,,week,16-12-2017
weatheronline.co.uk,Miami,mostly sunny ,19,10,14.5,12.0,NW,,5,,day,10-12-2017
weatheronline.co.uk,Portland,mostly sunny ,8,2,5.0,15.5,SE,,5,,day,10-12-2017
weatheronline.co.uk,El Paso,mostly sunny ,16,0,8.0,5.75,NE,,5,,day,10-12-2017
weatheronline.co.uk,Valdosta,sunny ,12,-3,4.5,5.75,NW,,5,,day,10-12-2017
weatheronline.co.uk,Miami,mostly sunny ,25,15,20.0,12.0,NE,,5,,week,16-12-2017
weatheronline.co.uk,Portland,overcast ,11,6,8.5,12.0,S,,40,,week,16-12-2017
weatheronline.co.uk,Pensacola,sunny ,14,-1,6.5,8.5,W,,5,,day,10-12-2017
weatheronline.co.uk,El Paso,mostly sunny ,21,4,12.5,19.75,SW,,5,,week,16-12-2017
weatheronline.co.uk,Valdosta,sunny ,16,-1,7.5,3,S,,5,,week,16-12-2017
weatheronline.co.uk,Columbia,sunny ,10,-4,3.0,12.0,SW,,5,,day,10-12-2017
weatheronline.co.uk,Pensacola,mostly sunny ,19,2,10.5,12.0,SE,,5,,week,16-12-2017
weatheronline.co.uk,Columbia,mostly sunny ,13,-4,4.5,12.0,SW,,5,,week,16-12-2017
