website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,sunny intervals,20,11,,5,S,68.0,,,week,15-01-2018
bbc.com,yuma,sunny,24,10,,11,NNE,36.0,,,week,15-01-2018
bbc.com,yuma,light rain shower,24,9,15.25,23,S,63.0,,,day,09-01-2018
bbc.com,los angeles,heavy rain shower,15,10,13.25,19,SW,85.125,,,day,09-01-2018
bbc.com,tucson international airport,sunny intervals,25,9,17.0,16,SSE,60.5,,,day,09-01-2018
bbc.com,tucson international airport,sunny,24,7,,16,ESE,27.0,,,week,15-01-2018
bbc.com,san antonio,sunny,17,5,10.625,8,SE,72.25,,,day,09-01-2018
bbc.com,san antonio,sunny,12,4,,13,ESE,50.0,,,week,15-01-2018
bbc.com,beaumont,thick cloud,14,11,11.375,8,NNE,88.625,,,day,09-01-2018
bbc.com,beaumont,sunny,10,3,,11,E,51.0,,,week,15-01-2018
bbc.com,houma,thick cloud,17,15,15.0,16,NNE,91.5,,,day,09-01-2018
bbc.com,houma,sunny,10,3,,13,NE,51.0,,,week,15-01-2018
bbc.com,pensacola,thick cloud,18,16,16.5,21,E,92.5,,,day,09-01-2018
bbc.com,pensacola,sunny,8,0,,11,NNE,44.0,,,week,15-01-2018
bbc.com,valdosta regional airport,light cloud,19,14,15.625,14,ENE,92.125,,,day,09-01-2018
bbc.com,valdosta regional airport,sunny,8,-1,,10,N,44.0,,,week,15-01-2018
bbc.com,miami,sunny intervals,18,13,,24,N,64.0,,,week,15-01-2018
bbc.com,columbia metropolitan airport,sunny intervals,14,7,8.625,6,NE,85.25,,,day,09-01-2018
bbc.com,miami,heavy rain,23,21,22.0,13,SE,88.5,,,day,09-01-2018
bbc.com,columbia metropolitan airport,sunny,4,-3,,8,NNE,42.0,,,week,15-01-2018
bbc.com,atlanta,sunny,5,-4,,13,N,43.0,,,week,15-01-2018
bbc.com,atlanta,light cloud,14,9,9.875,13,E,92.25,,,day,09-01-2018
bbc.com,tuscaloosa municipal airport,sunny,5,-3,,6,NNE,38.0,,,week,15-01-2018
bbc.com,tuscaloosa municipal airport,thick cloud,15,12,12.625,10,E,93.125,,,day,09-01-2018
bbc.com,little rock,sunny,4,-4,,8,ESE,37.0,,,week,15-01-2018
bbc.com,oklahoma city,sunny,7,-2,,16,ESE,38.0,,,week,15-01-2018
bbc.com,oklahoma city,light cloud,12,7,7.625,23,S,78.125,,,day,09-01-2018
bbc.com,little rock,drizzle,8,7,6.875,6,ENE,94.25,,,day,09-01-2018
bbc.com,amarillo,sunny,12,-3,,21,SSW,37.0,,,week,15-01-2018
bbc.com,amarillo,sunny intervals,24,7,13.75,32,WSW,38.25,,,day,09-01-2018
bbc.com,albuquerque,sunny,11,-1,,6,W,46.0,,,week,15-01-2018
bbc.com,albuquerque,light cloud,15,4,8.625,6,SSE,63.125,,,day,09-01-2018
bbc.com,flagstaff,sunny,12,1,,10,SSE,30.0,,,week,15-01-2018
bbc.com,flagstaff,light cloud,9,-1,4.375,29,SSW,79.25,,,day,09-01-2018
bbc.com,las vegas,sunny,16,7,,3,NNE,50.0,,,week,15-01-2018
bbc.com,las vegas,heavy rain shower,14,4,9.375,6,SE,80.875,,,day,09-01-2018
bbc.com,fresno,light cloud,18,8,,6,NE,71.0,,,week,15-01-2018
bbc.com,fresno,heavy rain shower,15,9,12.125,14,SE,84.625,,,day,09-01-2018
bbc.com,sacramento,heavy rain,14,10,11.875,11,E,91.75,,,day,09-01-2018
bbc.com,sacramento,light cloud,15,8,,6,SSW,87.0,,,week,15-01-2018
bbc.com,salt lake city,sunny intervals,5,-4,,5,WSW,79.0,,,week,15-01-2018
bbc.com,salt lake city,light cloud,13,3,6.875,13,SE,84.375,,,day,09-01-2018
bbc.com,grand junction regional airport,sunny,8,-2,,6,NE,36.0,,,week,15-01-2018
bbc.com,grand junction regional airport,light cloud,9,2,5.25,5,ENE,80.875,,,day,09-01-2018
bbc.com,denver,sunny,12,-4,,14,S,37.0,,,week,15-01-2018
bbc.com,denver,sunny,19,1,8.625,16,SW,59.875,,,day,09-01-2018
bbc.com,kansas city,sunny,1,-7,,13,NW,32.0,,,week,15-01-2018
bbc.com,kansas city,light cloud,6,3,3.375,16,S,87.375,,,day,09-01-2018
bbc.com,louisville,light cloud,-1,-9,,10,WSW,37.0,,,week,15-01-2018
bbc.com,st louis,sunny,-1,-9,,11,NW,36.0,,,week,15-01-2018
bbc.com,louisville,thick cloud,6,3,4.375,8,E,94.375,,,day,09-01-2018
bbc.com,st louis,thick cloud,4,2,2.0,11,SSE,93.875,,,day,09-01-2018
bbc.com,nashville,sunny,1,-6,,8,W,29.0,,,week,15-01-2018
bbc.com,nashville,thick cloud,8,7,6.5,6,E,95.375,,,day,09-01-2018
bbc.com,knoxville,light cloud,8,2,4.375,6,NE,94.375,,,day,09-01-2018
bbc.com,knoxville,sunny,2,-6,,6,NW,33.0,,,week,15-01-2018
bbc.com,washington dulles international airport,sunny,0,-9,,14,NNW,32.0,,,week,15-01-2018
