website,location,type,max_temp,min_temp,avg_temp,wind_speed,wind_direction,humidity_percentage,pop,precipitation_amount,prediction_type,date
bbc.com,los angeles,sunny,22,8,15.125,8,N,25.75,,,day,06-12-2017
bbc.com,los angeles,sunny,25,10,,6,SSE,19.0,,,week,12-12-2017
bbc.com,yuma,sunny,22,12,16.25,27,N,15.375,,,day,06-12-2017
bbc.com,yuma,sunny,24,10,,14,N,12.0,,,week,12-12-2017
bbc.com,tucson international airport,sunny,21,7,15.0,10,ENE,60.625,,,day,06-12-2017
bbc.com,tucson international airport,sunny,23,7,,13,ESE,21.0,,,week,12-12-2017
bbc.com,san antonio,heavy rain,10,2,6.0,19,NNE,89.625,,,day,06-12-2017
bbc.com,san antonio,sunny,21,5,,13,NNW,32.0,,,week,12-12-2017
bbc.com,beaumont,heavy rain,9,6,7.0,21,NNE,88.75,,,day,06-12-2017
bbc.com,beaumont,sunny,18,6,,13,NNW,47.0,,,week,12-12-2017
bbc.com,houma,heavy rain shower,13,7,9.0,26,NNE,85.25,,,day,06-12-2017
bbc.com,houma,sunny,18,7,,18,NW,48.0,,,week,12-12-2017
bbc.com,pensacola,light rain shower,13,7,9.75,24,N,81.75,,,day,06-12-2017
bbc.com,pensacola,sunny,16,5,,18,WNW,52.0,,,week,12-12-2017
bbc.com,valdosta regional airport,heavy rain shower,22,9,14.5,13,WSW,88.5,,,day,06-12-2017
bbc.com,valdosta regional airport,sunny,17,4,,16,W,55.0,,,week,12-12-2017
bbc.com,columbia metropolitan airport,sunny,13,1,,21,WSW,54.0,,,week,12-12-2017
bbc.com,miami,sunny,22,14,,14,WNW,56.0,,,week,12-12-2017
bbc.com,columbia metropolitan airport,heavy rain,17,7,12.25,10,NW,87.75,,,day,06-12-2017
bbc.com,miami,sunny,26,24,24.875,16,SE,80.25,,,day,06-12-2017
bbc.com,atlanta,sunny,12,0,,24,W,57.0,,,week,12-12-2017
bbc.com,atlanta,light cloud,11,4,7.25,19,NW,63.125,,,day,06-12-2017
bbc.com,tuscaloosa municipal airport,light cloud,8,6,6.875,10,N,66.375,,,day,06-12-2017
bbc.com,tuscaloosa municipal airport,sunny,12,1,,18,WNW,45.0,,,week,12-12-2017
bbc.com,oklahoma city,sunny,14,3,,21,NW,32.0,,,week,12-12-2017
bbc.com,little rock,light cloud,11,3,7.125,10,WNW,60.75,,,day,06-12-2017
bbc.com,oklahoma city,sunny,10,0,5.5,14,N,48.25,,,day,06-12-2017
bbc.com,amarillo,sunny,17,0,,24,NW,22.0,,,week,12-12-2017
bbc.com,albuquerque,sunny,12,0,,6,W,23.0,,,week,12-12-2017
bbc.com,little rock,sunny,13,1,,16,NW,38.0,,,week,12-12-2017
bbc.com,amarillo,sunny,8,-5,0.625,27,NE,49.125,,,day,06-12-2017
bbc.com,albuquerque,sunny,9,0,3.75,11,NNE,48.5,,,day,06-12-2017
bbc.com,flagstaff,sunny,5,-5,-0.375,19,NE,33.25,,,day,06-12-2017
bbc.com,las vegas,sunny,15,2,8.375,14,NNE,28.125,,,day,06-12-2017
bbc.com,sacramento,sunny,16,2,,3,N,65.0,,,week,12-12-2017
bbc.com,flagstaff,sunny,12,1,,14,ESE,12.0,,,week,12-12-2017
bbc.com,las vegas,sunny,17,8,,3,ESE,15.0,,,week,12-12-2017
bbc.com,sacramento,sunny,15,4,8.125,8,N,72.25,,,day,06-12-2017
bbc.com,fresno,sunny,15,2,7.625,5,NW,70.375,,,day,06-12-2017
bbc.com,fresno,sunny,18,3,,3,ESE,54.0,,,week,12-12-2017
bbc.com,salt lake city,sunny intervals,5,-4,,8,NE,81.0,,,week,12-12-2017
bbc.com,salt lake city,sunny,3,-3,-0.875,11,NNW,77.75,,,day,06-12-2017
bbc.com,kansas city,sunny,6,-3,,21,WNW,48.0,,,week,12-12-2017
